order_item_id,order_id,product_id,Quantity,price_per_unit,total_price
00056,00019,002,8,1642.99,13143.92
00057,00019,022,2,1217.99,2435.98
00058,00019,006,1,1950.99,1950.99
00059,00019,025,9,799.99,7199.91
00060,00020,011,7,1105.99,7741.93
00061,00020,024,2,1145.99,2291.98
00062,00020,001,9,748.99,6740.91
00063,00021,008,9,708.99,6380.91
00064,00021,001,5,748.99,3744.95
00065,00021,026,9,1227.99,11051.91
00066,00022,025,3,799.99,2399.97
00067,00022,013,6,740.99,4445.94
00068,00022,009,10,692.99,6929.9
00069,00023,005,9,572.99,5156.91
00070,00023,022,8,1217.99,9743.92
00071,00023,022,9,1217.99,10961.91
00072,00024,003,9,278.99,2510.91
00073,00024,011,10,1105.99,11059.9
00074,00025,025,2,799.99,1599.98
00075,00026,002,3,1642.99,4928.97
00076,00026,019,8,836.99,6695.92
00077,00026,022,7,1217.99,8525.93
00078,00026,014,10,584.99,5849.9
00079,00026,019,7,836.99,5858.93
00080,00027,015,6,681.99,4091.94
00081,00027,008,10,708.99,7089.9
00082,00027,011,9,1105.99,9953.91
00083,00028,006,1,1950.99,1950.99
00084,00028,024,2,1145.99,2291.98
00085,00028,001,4,748.99,2995.96
00086,00028,024,3,1145.99,3437.97
00087,00028,007,10,1105.99,11059.9
00088,00029,006,10,1950.99,19509.9
00089,00029,008,8,708.99,5671.92
00090,00030,014,5,584.99,2924.95
00091,00030,013,7,740.99,5186.93
00092,00030,020,5,1164.99,5824.95
00093,00031,022,4,1217.99,4871.96
00094,00031,005,8,572.99,4583.92
00095,00031,012,3,918.99,2756.97
00096,00032,012,1,918.99,918.99
00097,00033,012,8,918.99,7351.92
00098,00033,022,2,1217.99,2435.98
00099,00033,018,1,564.99,564.99
00100,00033,004,5,1213.99,6069.95
00101,00033,013,6,740.99,4445.94
00102,00034,016,3,460.99,1382.97
00103,00034,015,4,681.99,2727.96
00104,00035,025,6,799.99,4799.94
00105,00035,022,6,1217.99,7307.94
00106,00035,002,9,1642.99,14786.91
00107,00036,020,5,1164.99,5824.95
00108,00036,013,8,740.99,5927.92
00109,00036,008,10,708.99,7089.9
00110,00037,003,6,278.99,1673.94
00111,00037,013,1,740.99,740.99
00112,00037,002,10,1642.99,16429.9
00113,00037,005,5,572.99,2864.95
00114,00037,001,6,748.99,4493.94
00115,00038,002,2,1642.99,3285.98
00116,00038,005,3,572.99,1718.97
00117,00038,023,6,1841.99,11051.94
00118,00039,008,4,708.99,2835.96
00119,00039,020,4,1164.99,4659.96
00120,00039,009,1,692.99,692.99
00121,00040,017,5,342.99,1714.95
00122,00040,014,1,584.99,584.99
00123,00040,014,10,584.99,5849.9
00124,00040,011,1,1105.99,1105.99
00125,00041,021,2,1469.99,2939.98
00126,00042,002,8,1642.99,13143.92
00127,00043,002,2,1642.99,3285.98
00128,00043,019,8,836.99,6695.92
00129,00043,020,5,1164.99,5824.95
00130,00043,023,1,1841.99,1841.99
00131,00044,023,8,1841.99,14735.92
00132,00044,012,5,918.99,4594.95
00133,00044,023,4,1841.99,7367.96
00134,00044,013,2,740.99,1481.98
00135,00045,022,2,1217.99,2435.98
00136,00045,024,3,1145.99,3437.97
00137,00045,016,1,460.99,460.99
00138,00045,012,4,918.99,3675.96
00139,00046,016,7,460.99,3226.93
00140,00046,006,7,1950.99,13656.93
00141,00046,006,6,1950.99,11705.94
00142,00046,026,9,1227.99,11051.91
00143,00047,026,4,1227.99,4911.96
00144,00048,025,10,799.99,7999.9
00145,00048,014,1,584.99,584.99
00146,00048,026,4,1227.99,4911.96
00147,00048,026,2,1227.99,2455.98
00148,00049,003,5,278.99,1394.95
00149,00050,011,5,1105.99,5529.95
00150,00050,009,6,692.99,4157.94
00151,00050,014,8,584.99,4679.92
00152,00050,015,3,681.99,2045.97
00153,00051,002,10,1642.99,16429.9
00154,00051,010,8,650.99,5207.92
00155,00051,015,5,681.99,3409.95
00156,00051,010,1,650.99,650.99
00157,00051,002,4,1642.99,6571.96
00158,00052,013,4,740.99,2963.96
00159,00052,017,9,342.99,3086.91
00160,00052,002,10,1642.99,16429.9
00161,00052,018,2,564.99,1129.98
00162,00052,006,4,1950.99,7803.96
00163,00053,018,9,564.99,5084.91
00164,00054,009,4,692.99,2771.96
00165,00054,016,4,460.99,1843.96
00166,00054,012,3,918.99,2756.97
00167,00054,009,3,692.99,2078.97
00168,00055,005,9,572.99,5156.91
00169,00055,018,8,564.99,4519.92
00170,00056,010,4,650.99,2603.96
00171,00056,019,5,836.99,4184.95
00172,00056,013,2,740.99,1481.98
00173,00057,019,3,836.99,2510.97
00174,00057,006,3,1950.99,5852.97
00175,00057,009,2,692.99,1385.98
00176,00057,021,7,1469.99,10289.93
00177,00057,025,1,799.99,799.99
00178,00058,009,5,692.99,3464.95
00179,00058,025,3,799.99,2399.97
00180,00058,002,2,1642.99,3285.98
00181,00058,001,8,748.99,5991.92
00182,00059,003,5,278.99,1394.95
00183,00059,007,1,1105.99,1105.99
00184,00059,007,2,1105.99,2211.98
00185,00059,024,10,1145.99,11459.9
00186,00060,019,6,836.99,5021.94
00187,00060,003,8,278.99,2231.92
00188,00060,010,3,650.99,1952.97
00189,00060,012,7,918.99,6432.93
00190,00060,011,7,1105.99,7741.93
00191,00061,014,3,584.99,1754.97
00192,00061,008,1,708.99,708.99
00193,00061,007,2,1105.99,2211.98
00194,00061,021,2,1469.99,2939.98
00195,00061,024,10,1145.99,11459.9
00196,00062,012,5,918.99,4594.95
00197,00062,014,7,584.99,4094.93
00198,00062,015,7,681.99,4773.93
00199,00062,012,8,918.99,7351.92
00200,00062,013,2,740.99,1481.98
00201,00063,010,5,650.99,3254.95
00202,00063,003,9,278.99,2510.91
00203,00063,007,4,1105.99,4423.96
00204,00063,019,3,836.99,2510.97
00205,00064,001,3,748.99,2246.97
00206,00064,002,2,1642.99,3285.98
00207,00065,016,9,460.99,4148.91
00208,00065,017,3,342.99,1028.97
00209,00065,026,8,1227.99,9823.92
00210,00066,009,2,692.99,1385.98
00211,00066,017,4,342.99,1371.96
00212,00067,026,8,1227.99,9823.92
00213,00067,021,3,1469.99,4409.97
00214,00067,002,6,1642.99,9857.94
00215,00067,002,5,1642.99,8214.95
00216,00067,017,5,342.99,1714.95
00217,00068,003,6,278.99,1673.94
00218,00069,013,9,740.99,6668.91
00219,00069,026,10,1227.99,12279.9
00220,00069,001,7,748.99,5242.93
00221,00070,018,10,564.99,5649.9
00222,00070,022,9,1217.99,10961.91
00223,00070,024,8,1145.99,9167.92
00224,00071,008,10,708.99,7089.9
00225,00071,005,8,572.99,4583.92
00226,00072,019,7,836.99,5858.93
00227,00072,022,1,1217.99,1217.99
00228,00073,001,4,748.99,2995.96
00229,00074,023,6,1841.99,11051.94
00230,00075,004,10,1213.99,12139.9
00231,00075,004,2,1213.99,2427.98
00232,00076,020,1,1164.99,1164.99
00233,00076,003,8,278.99,2231.92
00234,00077,026,5,1227.99,6139.95
00235,00077,018,8,564.99,4519.92
00236,00077,003,9,278.99,2510.91
00237,00077,003,1,278.99,278.99
00238,00077,003,2,278.99,557.98
00239,00078,019,4,836.99,3347.96
00240,00079,007,4,1105.99,4423.96
00241,00079,011,9,1105.99,9953.91
00242,00079,008,3,708.99,2126.97
00243,00079,013,3,740.99,2222.97
00244,00079,006,1,1950.99,1950.99
00245,00080,009,1,692.99,692.99
00246,00081,021,2,1469.99,2939.98
00247,00081,006,1,1950.99,1950.99
00248,00081,015,8,681.99,5455.92
00249,00082,015,1,681.99,681.99
00250,00082,024,8,1145.99,9167.92
00251,00082,021,10,1469.99,14699.9
00252,00082,021,5,1469.99,7349.95
00253,00082,015,2,681.99,1363.98
00254,00083,016,1,460.99,460.99
00255,00083,019,7,836.99,5858.93
00256,00083,015,7,681.99,4773.93
00257,00083,002,6,1642.99,9857.94
00258,00083,001,3,748.99,2246.97
00259,00084,016,5,460.99,2304.95
00260,00084,007,7,1105.99,7741.93
00261,00084,012,1,918.99,918.99
00262,00084,026,7,1227.99,8595.93
00263,00085,007,9,1105.99,9953.91
00264,00085,010,10,650.99,6509.9
00265,00086,013,3,740.99,2222.97
00266,00086,001,1,748.99,748.99
00267,00086,013,8,740.99,5927.92
00268,00086,006,7,1950.99,13656.93
00269,00087,013,4,740.99,2963.96
00270,00087,005,1,572.99,572.99
00271,00087,017,9,342.99,3086.91
00272,00087,007,3,1105.99,3317.97
00273,00087,016,8,460.99,3687.92
00274,00088,007,1,1105.99,1105.99
00275,00088,006,5,1950.99,9754.95
00276,00088,022,8,1217.99,9743.92
00277,00088,011,5,1105.99,5529.95
00278,00088,012,2,918.99,1837.98
00279,00089,025,2,799.99,1599.98
00280,00089,007,8,1105.99,8847.92
00281,00089,009,2,692.99,1385.98
00282,00089,018,9,564.99,5084.91
00283,00090,020,6,1164.99,6989.94
00284,00090,020,8,1164.99,9319.92
00285,00090,002,3,1642.99,4928.97
00286,00090,019,2,836.99,1673.98
00287,00091,023,7,1841.99,12893.93
00288,00091,021,4,1469.99,5879.96
00289,00091,002,4,1642.99,6571.96
00290,00092,004,10,1213.99,12139.9
00291,00093,013,7,740.99,5186.93
00292,00093,014,4,584.99,2339.96
00293,00093,019,7,836.99,5858.93
00294,00093,019,8,836.99,6695.92
00295,00094,014,7,584.99,4094.93
00296,00094,005,9,572.99,5156.91
00297,00094,024,3,1145.99,3437.97
00298,00095,004,1,1213.99,1213.99
00299,00095,011,3,1105.99,3317.97
00300,00096,022,1,1217.99,1217.99
00301,00096,014,8,584.99,4679.92
00302,00096,012,8,918.99,7351.92
00303,00097,014,10,584.99,5849.9
00304,00097,017,7,342.99,2400.93
00305,00097,002,2,1642.99,3285.98
00306,00098,007,2,1105.99,2211.98
00307,00098,016,8,460.99,3687.92
00308,00099,022,1,1217.99,1217.99
00309,00099,002,5,1642.99,8214.95
00310,00099,009,4,692.99,2771.96
00311,00099,006,4,1950.99,7803.96
00312,00099,006,5,1950.99,9754.95
00313,00100,008,8,708.99,5671.92
00314,00100,026,10,1227.99,12279.9
00315,00100,011,5,1105.99,5529.95
00316,00100,025,7,799.99,5599.93
00317,00101,003,3,278.99,836.97
00318,00101,003,2,278.99,557.98
00319,00102,014,3,584.99,1754.97
00320,00102,013,10,740.99,7409.9
00321,00103,002,5,1642.99,8214.95
00322,00104,025,4,799.99,3199.96
00323,00104,004,3,1213.99,3641.97
00324,00105,020,7,1164.99,8154.93
00325,00106,006,2,1950.99,3901.98
00326,00106,018,2,564.99,1129.98
00327,00106,007,10,1105.99,11059.9
00328,00106,013,9,740.99,6668.91
00329,00106,007,3,1105.99,3317.97
00330,00107,017,2,342.99,685.98
00331,00107,011,7,1105.99,7741.93
00332,00107,008,10,708.99,7089.9
00333,00108,013,8,740.99,5927.92
00334,00108,024,3,1145.99,3437.97
00335,00108,021,7,1469.99,10289.93
00336,00108,006,8,1950.99,15607.92
00337,00109,009,10,692.99,6929.9
00338,00109,021,6,1469.99,8819.94
00339,00109,011,10,1105.99,11059.9
00340,00109,024,6,1145.99,6875.94
00341,00109,013,9,740.99,6668.91
00342,00110,005,10,572.99,5729.9
00343,00110,018,9,564.99,5084.91
00344,00111,005,1,572.99,572.99
00345,00112,001,7,748.99,5242.93
00346,00113,015,7,681.99,4773.93
00347,00113,014,8,584.99,4679.92
00348,00114,017,6,342.99,2057.94
00349,00114,009,10,692.99,6929.9
00350,00114,005,7,572.99,4010.93
00351,00114,021,4,1469.99,5879.96
00352,00115,017,1,342.99,342.99
00353,00115,010,1,650.99,650.99
00354,00115,014,8,584.99,4679.92
00355,00115,025,10,799.99,7999.9
00356,00115,021,8,1469.99,11759.92
00357,00116,007,10,1105.99,11059.9
00358,00116,019,4,836.99,3347.96
00359,00117,026,5,1227.99,6139.95
00360,00117,026,10,1227.99,12279.9
00361,00117,002,8,1642.99,13143.92
00362,00117,017,9,342.99,3086.91
00363,00117,004,7,1213.99,8497.93
00364,00118,010,6,650.99,3905.94
00365,00118,008,10,708.99,7089.9
00366,00119,016,7,460.99,3226.93
00367,00119,016,10,460.99,4609.9
00368,00119,019,9,836.99,7532.91
00369,00120,021,2,1469.99,2939.98
00370,00120,014,9,584.99,5264.91
00371,00121,011,9,1105.99,9953.91
00372,00121,017,1,342.99,342.99
00373,00121,017,9,342.99,3086.91
00374,00121,003,9,278.99,2510.91
00375,00121,006,10,1950.99,19509.9
00376,00122,023,2,1841.99,3683.98
00377,00122,025,3,799.99,2399.97
00378,00122,016,2,460.99,921.98
00379,00122,015,4,681.99,2727.96
00380,00123,011,3,1105.99,3317.97
00381,00123,017,9,342.99,3086.91
00382,00123,023,2,1841.99,3683.98
00383,00123,017,8,342.99,2743.92
00384,00124,004,3,1213.99,3641.97
00385,00124,013,9,740.99,6668.91
00386,00124,011,2,1105.99,2211.98
00387,00124,016,2,460.99,921.98
00388,00124,026,6,1227.99,7367.94
00389,00125,013,5,740.99,3704.95
00390,00125,023,1,1841.99,1841.99
00391,00125,002,10,1642.99,16429.9
00392,00126,012,1,918.99,918.99
00393,00126,026,8,1227.99,9823.92
00394,00126,015,10,681.99,6819.9
00395,00126,013,10,740.99,7409.9
00396,00126,001,1,748.99,748.99
00397,00127,016,4,460.99,1843.96
00398,00128,003,1,278.99,278.99
00399,00128,002,3,1642.99,4928.97
00400,00128,007,1,1105.99,1105.99
00401,00128,009,8,692.99,5543.92
00402,00129,024,5,1145.99,5729.95
00403,00129,005,6,572.99,3437.94
00404,00130,026,10,1227.99,12279.9
00405,00131,020,8,1164.99,9319.92
00406,00131,009,2,692.99,1385.98
00407,00132,021,6,1469.99,8819.94
00408,00132,019,5,836.99,4184.95
00409,00133,026,4,1227.99,4911.96
00410,00133,022,1,1217.99,1217.99
00411,00134,024,8,1145.99,9167.92
00412,00134,006,5,1950.99,9754.95
00413,00134,017,6,342.99,2057.94
00414,00134,005,8,572.99,4583.92
00415,00135,013,4,740.99,2963.96
00416,00135,020,4,1164.99,4659.96
00417,00135,026,4,1227.99,4911.96
00418,00135,025,5,799.99,3999.95
00419,00136,022,1,1217.99,1217.99
00420,00136,013,5,740.99,3704.95
00421,00136,025,9,799.99,7199.91
00422,00136,019,1,836.99,836.99
00423,00137,020,8,1164.99,9319.92
00424,00137,005,3,572.99,1718.97
00425,00137,025,4,799.99,3199.96
00426,00138,011,6,1105.99,6635.94
00427,00138,012,2,918.99,1837.98
00428,00138,007,4,1105.99,4423.96
00429,00138,007,3,1105.99,3317.97
00430,00139,012,7,918.99,6432.93
00431,00139,024,5,1145.99,5729.95
00432,00140,012,8,918.99,7351.92
00433,00140,002,2,1642.99,3285.98
00434,00140,017,4,342.99,1371.96
00435,00140,005,6,572.99,3437.94
00436,00140,005,5,572.99,2864.95
00437,00141,001,9,748.99,6740.91
00438,00141,017,3,342.99,1028.97
00439,00141,013,9,740.99,6668.91
00440,00142,015,3,681.99,2045.97
00441,00143,020,9,1164.99,10484.91
00442,00143,022,4,1217.99,4871.96
00443,00143,005,6,572.99,3437.94
00444,00144,020,2,1164.99,2329.98
00445,00144,013,7,740.99,5186.93
00446,00144,017,9,342.99,3086.91
00447,00144,003,3,278.99,836.97
00448,00145,012,10,918.99,9189.9
00449,00145,009,3,692.99,2078.97
00450,00145,006,5,1950.99,9754.95
00451,00145,009,4,692.99,2771.96
00452,00145,019,10,836.99,8369.9
00453,00146,003,5,278.99,1394.95
00454,00147,026,6,1227.99,7367.94
00455,00147,010,1,650.99,650.99
00456,00147,010,5,650.99,3254.95
00457,00148,025,5,799.99,3999.95
00458,00149,026,1,1227.99,1227.99
00459,00149,022,8,1217.99,9743.92
00460,00149,002,7,1642.99,11500.93
00461,00149,006,7,1950.99,13656.93
00462,00149,009,2,692.99,1385.98
00463,00150,005,2,572.99,1145.98
00464,00150,021,5,1469.99,7349.95
00465,00150,003,3,278.99,836.97
00466,00151,006,3,1950.99,5852.97
00467,00152,024,4,1145.99,4583.96
00468,00152,020,8,1164.99,9319.92
00469,00152,019,3,836.99,2510.97
00470,00153,023,2,1841.99,3683.98
00471,00153,005,3,572.99,1718.97
00472,00153,017,1,342.99,342.99
00473,00153,012,5,918.99,4594.95
00474,00154,006,6,1950.99,11705.94
00475,00154,006,10,1950.99,19509.9
00476,00154,009,6,692.99,4157.94
00477,00155,007,3,1105.99,3317.97
00478,00155,012,5,918.99,4594.95
00479,00155,023,1,1841.99,1841.99
00480,00155,018,10,564.99,5649.9
00481,00156,012,8,918.99,7351.92
00482,00157,016,9,460.99,4148.91
00483,00157,018,4,564.99,2259.96
00484,00157,006,8,1950.99,15607.92
00485,00157,021,7,1469.99,10289.93
00486,00157,007,6,1105.99,6635.94
00487,00158,026,1,1227.99,1227.99
00488,00158,020,8,1164.99,9319.92
00489,00159,020,6,1164.99,6989.94
00490,00159,005,10,572.99,5729.9
00491,00159,020,8,1164.99,9319.92
00492,00159,011,5,1105.99,5529.95
00493,00160,026,1,1227.99,1227.99
00494,00160,009,5,692.99,3464.95
00495,00160,004,9,1213.99,10925.91
00496,00160,009,3,692.99,2078.97
00497,00161,018,5,564.99,2824.95
00498,00161,009,9,692.99,6236.91
00499,00162,001,4,748.99,2995.96
00500,00162,026,7,1227.99,8595.93
00501,00162,015,1,681.99,681.99
00502,00162,003,1,278.99,278.99
00503,00163,015,10,681.99,6819.9
00504,00164,020,9,1164.99,10484.91
00505,00164,020,4,1164.99,4659.96
00506,00165,021,1,1469.99,1469.99
00507,00165,019,7,836.99,5858.93
00508,00165,012,2,918.99,1837.98
00509,00165,016,1,460.99,460.99
00510,00165,025,1,799.99,799.99
00511,00166,014,8,584.99,4679.92
00512,00166,022,2,1217.99,2435.98
00513,00166,012,5,918.99,4594.95
00514,00166,022,4,1217.99,4871.96
00515,00167,015,3,681.99,2045.97
00516,00167,022,6,1217.99,7307.94
00517,00167,015,9,681.99,6137.91
00518,00168,026,9,1227.99,11051.91
00519,00168,017,2,342.99,685.98
00520,00169,010,6,650.99,3905.94
00521,00169,023,9,1841.99,16577.91
00522,00170,016,9,460.99,4148.91
00523,00170,001,8,748.99,5991.92
00524,00171,017,1,342.99,342.99
00525,00171,013,10,740.99,7409.9
00526,00171,001,1,748.99,748.99
00527,00171,006,3,1950.99,5852.97
00528,00172,022,6,1217.99,7307.94
00529,00172,013,7,740.99,5186.93
00530,00172,001,4,748.99,2995.96
00531,00172,017,3,342.99,1028.97
00532,00173,008,6,708.99,4253.94
00533,00173,025,8,799.99,6399.92
00534,00173,009,10,692.99,6929.9
00535,00173,014,1,584.99,584.99
00536,00173,010,7,650.99,4556.93
00537,00174,008,5,708.99,3544.95
00538,00174,007,2,1105.99,2211.98
00539,00174,020,10,1164.99,11649.9
00540,00175,021,1,1469.99,1469.99
00541,00175,017,7,342.99,2400.93
00542,00176,004,1,1213.99,1213.99
00543,00177,017,10,342.99,3429.9
00544,00177,019,7,836.99,5858.93
00545,00177,008,7,708.99,4962.93
00546,00177,022,1,1217.99,1217.99
00547,00177,024,3,1145.99,3437.97
00548,00178,003,10,278.99,2789.9
00549,00179,019,2,836.99,1673.98
00550,00179,024,3,1145.99,3437.97
00551,00179,018,9,564.99,5084.91
00552,00180,019,3,836.99,2510.97
00553,00180,023,9,1841.99,16577.91
00554,00181,015,7,681.99,4773.93
00555,00181,006,5,1950.99,9754.95
00556,00181,002,4,1642.99,6571.96
00557,00182,008,3,708.99,2126.97
00558,00182,025,6,799.99,4799.94
00559,00182,018,5,564.99,2824.95
00560,00182,008,5,708.99,3544.95
00561,00182,020,5,1164.99,5824.95
00562,00183,003,10,278.99,2789.9
00563,00184,002,2,1642.99,3285.98
00564,00184,020,8,1164.99,9319.92
00565,00184,012,9,918.99,8270.91
00566,00184,019,6,836.99,5021.94
00567,00184,026,2,1227.99,2455.98
00568,00185,026,10,1227.99,12279.9
00569,00185,013,1,740.99,740.99
00570,00185,026,8,1227.99,9823.92
00571,00185,013,4,740.99,2963.96
00572,00186,010,10,650.99,6509.9
00573,00186,005,5,572.99,2864.95
00574,00186,005,3,572.99,1718.97
00575,00186,023,6,1841.99,11051.94
00576,00186,012,5,918.99,4594.95
00577,00187,015,9,681.99,6137.91
00578,00187,002,2,1642.99,3285.98
00579,00188,002,5,1642.99,8214.95
00580,00188,004,10,1213.99,12139.9
00581,00188,017,2,342.99,685.98
00582,00189,017,5,342.99,1714.95
00583,00190,011,8,1105.99,8847.92
00584,00190,015,8,681.99,5455.92
00585,00190,008,1,708.99,708.99
00586,00190,005,2,572.99,1145.98
00587,00191,022,10,1217.99,12179.9
00588,00192,024,2,1145.99,2291.98
00589,00192,017,6,342.99,2057.94
00590,00192,007,7,1105.99,7741.93
00591,00193,007,3,1105.99,3317.97
00592,00193,020,9,1164.99,10484.91
00593,00193,013,1,740.99,740.99
00594,00193,025,6,799.99,4799.94
00595,00194,013,8,740.99,5927.92
00596,00194,003,5,278.99,1394.95
00597,00195,001,1,748.99,748.99
00598,00196,003,3,278.99,836.97
00599,00197,010,6,650.99,3905.94
00600,00198,021,10,1469.99,14699.9
00601,00199,017,10,342.99,3429.9
00602,00199,022,2,1217.99,2435.98
00603,00200,019,10,836.99,8369.9
00604,00200,007,6,1105.99,6635.94
00605,00200,025,8,799.99,6399.92
00606,00200,009,2,692.99,1385.98
00607,00200,021,3,1469.99,4409.97
00608,00201,015,2,681.99,1363.98
00609,00201,025,10,799.99,7999.9
00610,00202,019,5,836.99,4184.95
00611,00202,020,1,1164.99,1164.99
00612,00202,024,4,1145.99,4583.96
00613,00202,001,3,748.99,2246.97
00614,00202,020,2,1164.99,2329.98
00615,00203,021,7,1469.99,10289.93
00616,00203,008,2,708.99,1417.98
00617,00203,025,10,799.99,7999.9
00618,00203,026,9,1227.99,11051.91
00619,00204,006,10,1950.99,19509.9
00620,00205,007,3,1105.99,3317.97
00621,00205,004,10,1213.99,12139.9
00622,00205,018,8,564.99,4519.92
00623,00205,017,3,342.99,1028.97
00624,00206,007,5,1105.99,5529.95
00625,00206,023,4,1841.99,7367.96
00626,00206,007,3,1105.99,3317.97
00627,00206,009,5,692.99,3464.95
00628,00207,006,2,1950.99,3901.98
00629,00207,013,8,740.99,5927.92
00630,00207,003,9,278.99,2510.91
00631,00207,023,8,1841.99,14735.92
00632,00207,024,10,1145.99,11459.9
00633,00208,014,4,584.99,2339.96
00634,00208,017,3,342.99,1028.97
00635,00208,001,5,748.99,3744.95
00636,00208,017,4,342.99,1371.96
00637,00209,004,9,1213.99,10925.91
00638,00209,006,8,1950.99,15607.92
00639,00209,026,1,1227.99,1227.99
00640,00209,022,1,1217.99,1217.99
00641,00210,020,7,1164.99,8154.93
00642,00211,001,4,748.99,2995.96
00643,00211,021,9,1469.99,13229.91
00644,00211,006,4,1950.99,7803.96
00645,00211,003,2,278.99,557.98
00646,00211,019,10,836.99,8369.9
00647,00212,025,2,799.99,1599.98
00648,00212,015,8,681.99,5455.92
00649,00212,008,2,708.99,1417.98
00650,00212,016,8,460.99,3687.92
00651,00213,003,4,278.99,1115.96
00652,00213,019,3,836.99,2510.97
00653,00214,007,1,1105.99,1105.99
00654,00215,012,9,918.99,8270.91
00655,00215,010,7,650.99,4556.93
00656,00215,011,4,1105.99,4423.96
00657,00215,008,9,708.99,6380.91
00658,00216,003,4,278.99,1115.96
00659,00216,026,5,1227.99,6139.95
00660,00217,018,9,564.99,5084.91
00661,00218,024,2,1145.99,2291.98
00662,00218,015,6,681.99,4091.94
00663,00219,008,8,708.99,5671.92
00664,00219,004,9,1213.99,10925.91
00665,00219,001,4,748.99,2995.96
00666,00219,016,4,460.99,1843.96
00667,00219,017,2,342.99,685.98
00668,00220,011,3,1105.99,3317.97
00669,00220,021,4,1469.99,5879.96
00670,00220,001,9,748.99,6740.91
00671,00220,008,8,708.99,5671.92
00672,00220,024,10,1145.99,11459.9
00673,00221,001,7,748.99,5242.93
00674,00221,018,4,564.99,2259.96
00675,00221,016,8,460.99,3687.92
00676,00222,003,3,278.99,836.97
00677,00222,006,7,1950.99,13656.93
00678,00222,010,1,650.99,650.99
00679,00222,016,6,460.99,2765.94
00680,00222,020,7,1164.99,8154.93
00681,00223,017,4,342.99,1371.96
00682,00223,018,6,564.99,3389.94
00683,00224,017,9,342.99,3086.91
00684,00224,014,5,584.99,2924.95
00685,00224,017,3,342.99,1028.97
00686,00224,003,4,278.99,1115.96
00687,00224,011,1,1105.99,1105.99
00688,00225,016,8,460.99,3687.92
00689,00226,024,3,1145.99,3437.97
00690,00226,002,6,1642.99,9857.94
00691,00226,019,10,836.99,8369.9
00692,00227,016,4,460.99,1843.96
00693,00227,020,3,1164.99,3494.97
00694,00227,016,8,460.99,3687.92
00695,00227,018,4,564.99,2259.96
00696,00227,018,5,564.99,2824.95
00697,00228,007,4,1105.99,4423.96
00698,00228,010,6,650.99,3905.94
00699,00228,004,1,1213.99,1213.99
00700,00228,014,4,584.99,2339.96
00701,00229,003,9,278.99,2510.91
00702,00229,014,7,584.99,4094.93
00703,00230,004,5,1213.99,6069.95
00704,00230,004,4,1213.99,4855.96
00705,00230,013,6,740.99,4445.94
00706,00230,012,8,918.99,7351.92
00707,00230,026,1,1227.99,1227.99
00708,00231,006,2,1950.99,3901.98
00709,00231,002,1,1642.99,1642.99
00710,00231,011,8,1105.99,8847.92
00711,00232,008,4,708.99,2835.96
00712,00232,022,6,1217.99,7307.94
00713,00232,016,1,460.99,460.99
00714,00232,016,5,460.99,2304.95
00715,00233,020,8,1164.99,9319.92
00716,00233,010,1,650.99,650.99
00717,00234,015,9,681.99,6137.91
00718,00234,024,7,1145.99,8021.93
00719,00234,002,6,1642.99,9857.94
00720,00235,012,2,918.99,1837.98
