payment_id,payment_date,payment_mode,order_id,payment_status
00088,2024-10-29,Apple Pay,00088,Success
00089,2024-07-08,Apple Pay,00089,Success
00090,2024-05-10,Credit Card,00090,Success
00091,2024-03-14,Bank Transfer,00091,Success
00092,2024-03-30,Cash,00092,Success
00093,2024-04-09,Bank Transfer,00093,Success
00094,2024-04-08,Credit Card,00094,Success
00095,2024-03-11,Bank Transfer,00095,Success
00096,2024-12-31,Credit Card,00096,Success
00097,2024-03-11,Bank Transfer,00097,Success
00098,2024-07-23,Apple Pay,00098,Success
00099,2024-12-19,Credit Card,00099,Success
00100,2024-06-02,Apple Pay,00100,Refunded
00101,2024-01-18,Credit Card,00101,Success
00102,2024-07-27,Bank Transfer,00102,Success
00103,2024-06-12,Apple Pay,00103,Success
00104,2024-10-27,Apple Pay,00104,Success
00105,2024-06-30,Credit Card,00105,Success
00106,2024-04-20,Bank Transfer,00106,Success
00107,2024-03-11,Cash,00107,Success
00108,2024-06-17,Cash,00108,Success
00109,2024-06-05,Cash,00109,Success
00110,2024-12-23,Cash,00110,Success
00111,2024-11-17,Bank Transfer,00111,Success
00112,2024-08-10,Cash,00112,Success
00113,2024-02-28,Bank Transfer,00113,Success
00114,2024-10-20,Cash,00114,Success
00115,2024-02-03,Cash,00115,Success
00116,2024-07-20,Credit Card,00116,Success
00117,2024-11-18,Cash,00117,Success
00118,2024-02-07,Credit Card,00118,Success
00119,2024-03-16,Credit Card,00119,Success
00120,2024-09-28,Cash,00120,Success
00121,2024-01-31,Cash,00121,Success
00122,2024-09-03,Cash,00122,Success
00123,2024-05-04,Apple Pay,00123,Success
00124,2024-06-03,Bank Transfer,00124,Success
00125,2024-02-04,Bank Transfer,00125,Success
00126,2024-01-25,Bank Transfer,00126,Success
00127,2024-04-23,Cash,00127,Success
00128,2024-03-27,Bank Transfer,00128,Success
00129,2024-04-23,Apple Pay,00129,Success
00130,2024-10-27,Cash,00130,Success
00131,2024-08-15,Apple Pay,00131,Success
00132,2024-12-13,Apple Pay,00132,Success
00133,2024-04-05,Cash,00133,Success
00134,2024-01-22,Bank Transfer,00134,Success
00135,2024-01-09,Credit Card,00135,Success
00136,2024-02-08,Apple Pay,00136,Success
00137,2024-07-12,Apple Pay,00137,Success
00138,2024-04-01,Apple Pay,00138,Success
00139,2024-03-26,Bank Transfer,00139,Success
00140,2024-01-05,Cash,00140,Success
00141,2024-09-04,Cash,00141,Success
00142,2024-03-29,Apple Pay,00142,Success
00143,2024-10-17,Cash,00143,Success
00144,2024-03-23,Credit Card,00144,Refunded
00145,2024-12-06,Bank Transfer,00145,Refunded
00146,2024-12-06,Cash,00146,Success
00147,2024-12-17,Apple Pay,00147,Success
00148,2024-03-05,Bank Transfer,00148,Success
00149,2024-12-14,Credit Card,00149,Success
00150,2024-10-28,Apple Pay,00150,Success
00151,2024-05-13,Credit Card,00151,Success
00152,2025-01-15,Cash,00152,Success
00153,2024-04-16,Apple Pay,00153,Success
00154,2024-02-03,Cash,00154,Refunded
00155,2024-07-09,Apple Pay,00155,Success
00156,2024-11-29,Bank Transfer,00156,Success
00157,2024-09-15,Apple Pay,00157,Success
00158,2024-11-07,Apple Pay,00158,Success
00159,2025-01-24,Credit Card,00159,Success
00160,2024-06-25,Credit Card,00160,Success
00161,2024-02-28,Apple Pay,00161,Success
00162,2024-02-17,Bank Transfer,00162,Success
00163,2024-07-04,Bank Transfer,00163,Success
00164,2024-02-10,Apple Pay,00164,Success
00165,2024-04-11,Bank Transfer,00165,Success
00166,2025-01-15,Cash,00166,Refunded
00167,2024-01-31,Bank Transfer,00167,Success
00168,2024-09-11,Apple Pay,00168,Success
00169,2024-10-01,Bank Transfer,00169,Success
00170,2024-03-20,Cash,00170,Success
00171,2024-12-29,Credit Card,00171,Success
00172,2024-06-08,Apple Pay,00172,Success
00173,2024-05-31,Credit Card,00173,Success
00174,2024-12-17,Credit Card,00174,Success
00175,2024-02-01,Bank Transfer,00175,Success
00176,2024-11-23,Cash,00176,Success
00177,2024-10-01,Credit Card,00177,Success
00178,2024-08-17,Bank Transfer,00178,Success
00179,2024-08-17,Apple Pay,00179,Success
00180,2024-02-12,Apple Pay,00180,Success
00181,2024-02-09,Bank Transfer,00181,Success
00182,2024-01-24,Cash,00182,Success
00183,2024-05-14,Bank Transfer,00183,Success
00184,2024-10-30,Bank Transfer,00184,Success
00185,2024-05-17,Apple Pay,00185,Refunded
00186,2024-03-23,Bank Transfer,00186,Success
00187,2024-09-25,Credit Card,00187,Success
00188,2024-10-29,Credit Card,00188,Success
00189,2024-01-31,Bank Transfer,00189,Success
00190,2024-12-24,Bank Transfer,00190,Success
00191,2024-04-07,Cash,00191,Success
00192,2024-02-16,Bank Transfer,00192,Success
00193,2024-01-11,Credit Card,00193,Success
00194,2024-05-08,Bank Transfer,00194,Success
00195,2024-12-24,Apple Pay,00195,Success
00196,2024-05-12,Bank Transfer,00196,Success
00197,2024-11-08,Credit Card,00197,Success
00198,2024-07-20,Apple Pay,00198,Success
00199,2024-11-07,Cash,00199,Success
00200,2024-08-07,Bank Transfer,00200,Success
00201,2024-12-11,Apple Pay,00201,Success
00202,2024-10-11,Apple Pay,00202,Success
00203,2024-07-18,Cash,00203,Success
00204,2024-01-29,Apple Pay,00204,Success
00205,2024-08-02,Bank Transfer,00205,Success
00206,2024-04-28,Cash,00206,Success
00207,2024-05-28,Bank Transfer,00207,Success
00208,2024-05-07,Credit Card,00208,Success
00209,2024-02-08,Cash,00209,Success
00210,2024-06-28,Bank Transfer,00210,Success
00211,2024-04-16,Bank Transfer,00211,Success
00212,2024-08-25,Bank Transfer,00212,Success
00213,2024-02-28,Cash,00213,Success
00214,2024-02-23,Credit Card,00214,Success
00215,2024-07-24,Apple Pay,00215,Success
00216,2024-06-30,Bank Transfer,00216,Success
00217,2024-02-09,Bank Transfer,00217,Success
00218,2025-01-10,Bank Transfer,00218,Success
00219,2024-12-02,Credit Card,00219,Success
00220,2024-02-07,Bank Transfer,00220,Success
00221,2024-12-04,Cash,00221,Success
00222,2024-11-16,Apple Pay,00222,Success
00223,2024-02-17,Bank Transfer,00223,Success
00224,2024-12-06,Cash,00224,Success
00225,2024-01-09,Bank Transfer,00225,Success
00226,2024-11-24,Bank Transfer,00226,Success
00227,2024-07-14,Bank Transfer,00227,Success
00228,2024-02-08,Bank Transfer,00228,Success
00229,2024-06-27,Cash,00229,Success
00230,2024-02-21,Credit Card,00230,Success
00231,2024-02-07,Apple Pay,00231,Success
00232,2024-10-29,Apple Pay,00232,Success
00233,2024-04-26,Bank Transfer,00233,Success
00234,2024-10-06,Cash,00234,Success
00235,2024-02-09,Bank Transfer,00235,Success
00236,2024-09-30,Apple Pay,00236,Refunded
00237,2024-11-26,Credit Card,00237,Success
00238,2024-03-07,Apple Pay,00238,Success
00239,2024-05-15,Credit Card,00239,Success
00240,2024-02-15,Credit Card,00240,Success
00241,2024-07-18,Apple Pay,00241,Success
00242,2024-10-05,Cash,00242,Success
00243,2024-12-13,Cash,00243,Success
00244,2025-01-04,Apple Pay,00244,Success
00245,2024-04-13,Credit Card,00245,Success
00246,2024-01-17,Credit Card,00246,Success
00247,2024-03-19,Cash,00247,Success
00248,2024-09-06,Bank Transfer,00248,Success
00249,2024-10-30,Bank Transfer,00249,Success
00250,2024-03-23,Credit Card,00250,Success
00251,2024-09-24,Apple Pay,00251,Success
00252,2024-06-22,Apple Pay,00252,Success
00253,2024-11-06,Apple Pay,00253,Success
00254,2024-05-02,Credit Card,00254,Success
00255,2024-10-16,Cash,00255,Success
00256,2024-01-20,Apple Pay,00256,Success
00257,2024-09-05,Credit Card,00257,Success
00258,2024-07-12,Credit Card,00258,Success
00259,2024-11-02,Cash,00259,Success
00260,2024-08-07,Apple Pay,00260,Success
00261,2024-07-17,Cash,00261,Success
00262,2024-11-19,Cash,00262,Success
00263,2024-05-23,Credit Card,00263,Success
00264,2024-09-23,Apple Pay,00264,Success
00265,2024-01-30,Cash,00265,Success
00266,2024-04-01,Credit Card,00266,Success
00267,2024-12-11,Apple Pay,00267,Success
00268,2024-05-17,Cash,00268,Success
00269,2024-08-15,Cash,00269,Success
00270,2024-02-08,Apple Pay,00270,Success
00271,2024-03-06,Credit Card,00271,Success
00272,2024-11-01,Credit Card,00272,Success
00273,2024-04-06,Credit Card,00273,Success
00274,2024-07-03,Apple Pay,00274,Success
00275,2024-07-17,Apple Pay,00275,Success
00276,2024-03-21,Bank Transfer,00276,Success
00277,2024-11-02,Cash,00277,Success
00278,2024-04-30,Cash,00278,Success
00279,2025-01-18,Credit Card,00279,Success
00280,2024-11-21,Bank Transfer,00280,Success
00281,2024-08-25,Bank Transfer,00281,Success
00282,2024-12-11,Credit Card,00282,Success
00283,2024-07-11,Apple Pay,00283,Refunded
00284,2024-11-03,Apple Pay,00284,Success
00285,2024-06-06,Apple Pay,00285,Success
00286,2024-12-11,Credit Card,00286,Success
00287,2025-01-10,Apple Pay,00287,Success
00288,2025-01-18,Credit Card,00288,Success
00289,2024-04-05,Apple Pay,00289,Success
00290,2025-01-15,Cash,00290,Success
00291,2024-06-16,Credit Card,00291,Success
00292,2024-08-09,Credit Card,00292,Success
00293,2024-07-30,Cash,00293,Success
00294,2024-08-08,Bank Transfer,00294,Success
00295,2024-07-23,Bank Transfer,00295,Success
00296,2024-11-07,Bank Transfer,00296,Success
00297,2024-12-20,Apple Pay,00297,Success
00298,2025-01-01,Bank Transfer,00298,Success
00299,2024-09-02,Apple Pay,00299,Success
00300,2024-01-06,Apple Pay,00300,Success
00301,2024-10-26,Cash,00301,Success
00302,2024-07-28,Credit Card,00302,Success
00303,2024-05-05,Credit Card,00303,Success
00304,2024-12-02,Cash,00304,Success
00305,2024-05-04,Credit Card,00305,Success
00306,2024-06-25,Bank Transfer,00306,Success
00307,2024-02-26,Bank Transfer,00307,Success
00308,2024-07-19,Credit Card,00308,Success
00309,2024-09-21,Credit Card,00309,Success
00310,2024-08-27,Bank Transfer,00310,Success
00311,2024-02-01,Credit Card,00311,Refunded
00312,2024-07-11,Apple Pay,00312,Success
00313,2025-01-18,Credit Card,00313,Success
00314,2025-01-15,Credit Card,00314,Success
00315,2024-02-04,Credit Card,00315,Success
00316,2024-06-18,Cash,00316,Success
00317,2024-01-25,Credit Card,00317,Success
00318,2024-06-04,Apple Pay,00318,Refunded
00319,2024-07-15,Bank Transfer,00319,Success
00320,2024-10-17,Bank Transfer,00320,Success
00321,2024-09-12,Apple Pay,00321,Success
00322,2024-12-13,Apple Pay,00322,Success
00323,2024-09-02,Cash,00323,Refunded
00324,2024-10-27,Apple Pay,00324,Success
00325,2024-01-18,Cash,00325,Success
00326,2024-07-22,Credit Card,00326,Success
00327,2024-02-25,Apple Pay,00327,Success
00328,2024-08-01,Credit Card,00328,Success
00329,2024-01-18,Cash,00329,Success
00330,2024-01-20,Credit Card,00330,Success
00331,2024-06-25,Credit Card,00331,Success
00332,2024-02-20,Credit Card,00332,Success
00333,2024-11-17,Credit Card,00333,Success
00334,2024-09-05,Bank Transfer,00334,Success
00335,2024-07-05,Apple Pay,00335,Refunded
00336,2024-09-24,Cash,00336,Success
00337,2024-10-04,Cash,00337,Success
00338,2025-01-02,Cash,00338,Success
00339,2024-05-27,Credit Card,00339,Refunded
00340,2024-12-31,Apple Pay,00340,Success
00341,2024-08-02,Bank Transfer,00341,Success
00342,2024-01-16,Cash,00342,Success
00343,2024-06-12,Apple Pay,00343,Success
00344,2024-03-15,Credit Card,00344,Success
00345,2024-10-01,Cash,00345,Success
00346,2024-10-16,Cash,00346,Success
00347,2024-06-01,Cash,00347,Success
00348,2024-06-30,Cash,00348,Success
00349,2024-08-14,Apple Pay,00349,Success
00350,2024-11-12,Bank Transfer,00350,Success
00351,2024-05-22,Apple Pay,00351,Success
00352,2024-07-03,Credit Card,00352,Success
00353,2024-12-24,Cash,00353,Success
00354,2024-12-04,Apple Pay,00354,Success
00355,2024-06-08,Cash,00355,Success
00356,2024-08-31,Apple Pay,00356,Success
00357,2024-04-28,Apple Pay,00357,Success
00358,2024-03-21,Apple Pay,00358,Success
00359,2024-01-21,Credit Card,00359,Success
00360,2024-04-12,Credit Card,00360,Success
00361,2024-12-21,Credit Card,00361,Success
00362,2024-09-01,Cash,00362,Success
00363,2025-01-18,Cash,00363,Success
00364,2024-09-29,Apple Pay,00364,Success
00365,2024-05-26,Apple Pay,00365,Success
00366,2024-10-22,Cash,00366,Success
00367,2024-12-15,Bank Transfer,00367,Success
00368,2024-09-03,Cash,00368,Success
00369,2024-07-30,Bank Transfer,00369,Success
00370,2024-04-15,Bank Transfer,00370,Success
00371,2024-01-17,Bank Transfer,00371,Success
00372,2024-04-14,Apple Pay,00372,Success
00373,2024-04-19,Cash,00373,Refunded
00374,2024-02-16,Cash,00374,Success
00375,2024-05-25,Credit Card,00375,Success
00376,2024-05-10,Credit Card,00376,Success
00377,2024-08-23,Apple Pay,00377,Success
00378,2024-04-04,Bank Transfer,00378,Success
00379,2024-07-10,Cash,00379,Success
00380,2024-02-11,Cash,00380,Success
00381,2024-12-01,Credit Card,00381,Success
00382,2024-01-25,Bank Transfer,00382,Success
00383,2024-01-06,Credit Card,00383,Success
00384,2024-02-16,Apple Pay,00384,Success
00385,2024-07-27,Cash,00385,Success
00386,2024-06-21,Credit Card,00386,Success
00387,2024-12-06,Cash,00387,Success
00388,2024-07-15,Apple Pay,00388,Success
00389,2024-04-04,Cash,00389,Success
00390,2024-07-15,Credit Card,00390,Success
00391,2024-07-22,Bank Transfer,00391,Success
00392,2024-10-08,Bank Transfer,00392,Success
00393,2024-01-15,Apple Pay,00393,Success
00394,2024-02-13,Credit Card,00394,Success
00395,2024-02-11,Cash,00395,Success
00396,2024-01-20,Credit Card,00396,Success
00397,2025-01-12,Bank Transfer,00397,Success
00398,2024-05-27,Apple Pay,00398,Success
00399,2024-08-31,Apple Pay,00399,Success
00400,2024-10-18,Credit Card,00400,Success
00401,2024-11-13,Cash,00401,Success
00402,2024-02-29,Bank Transfer,00402,Success
00403,2024-07-14,Apple Pay,00403,Success
00404,2024-12-06,Apple Pay,00404,Refunded
00405,2024-02-27,Credit Card,00405,Success
00406,2024-02-03,Cash,00406,Success
00407,2024-12-26,Apple Pay,00407,Refunded
00408,2024-04-08,Bank Transfer,00408,Success
00409,2024-07-02,Apple Pay,00409,Success
00410,2024-07-27,Credit Card,00410,Success
00411,2024-11-27,Credit Card,00411,Success
00412,2024-06-12,Cash,00412,Success
00413,2024-03-11,Credit Card,00413,Success
00414,2024-07-16,Bank Transfer,00414,Success
00415,2024-03-22,Cash,00415,Success
00416,2024-05-26,Cash,00416,Success
00417,2024-06-09,Bank Transfer,00417,Success
00418,2024-01-22,Apple Pay,00418,Success
00419,2024-08-29,Cash,00419,Success
00420,2024-04-06,Bank Transfer,00420,Success
00421,2024-03-13,Credit Card,00421,Success
00422,2024-12-23,Credit Card,00422,Success
00423,2024-11-23,Cash,00423,Success
00424,2024-03-10,Apple Pay,00424,Success
00425,2024-11-18,Credit Card,00425,Refunded
00426,2025-01-10,Bank Transfer,00426,Success
00427,2024-03-22,Credit Card,00427,Success
00428,2024-03-05,Cash,00428,Success
00429,2024-09-11,Credit Card,00429,Success
00430,2024-04-12,Apple Pay,00430,Success
00431,2024-09-02,Credit Card,00431,Success
00432,2024-12-03,Credit Card,00432,Success
00433,2024-08-26,Bank Transfer,00433,Success
00434,2024-07-22,Cash,00434,Success
00435,2024-11-10,Credit Card,00435,Refunded
00436,2024-02-29,Cash,00436,Success
00437,2024-12-25,Credit Card,00437,Success
00438,2024-06-09,Bank Transfer,00438,Success
00439,2024-05-02,Credit Card,00439,Success
00440,2024-01-18,Cash,00440,Success
00441,2024-03-11,Credit Card,00441,Success
00442,2024-10-29,Credit Card,00442,Success
00443,2024-04-21,Credit Card,00443,Success
00444,2024-05-19,Cash,00444,Success
00445,2024-01-15,Cash,00445,Success
00446,2024-12-18,Bank Transfer,00446,Success
00447,2024-02-05,Bank Transfer,00447,Success
00448,2024-04-18,Bank Transfer,00448,Success
00449,2024-09-09,Cash,00449,Success
00450,2024-12-02,Apple Pay,00450,Success
00451,2024-10-31,Credit Card,00451,Success
00452,2024-11-04,Cash,00452,Success
00453,2024-10-27,Credit Card,00453,Success
00454,2024-11-14,Credit Card,00454,Success
00455,2024-12-20,Bank Transfer,00455,Success
00456,2024-07-16,Credit Card,00456,Success
00457,2024-08-24,Bank Transfer,00457,Success
00458,2024-11-28,Cash,00458,Success
00459,2024-12-19,Cash,00459,Success
00460,2024-07-14,Credit Card,00460,Success
00461,2024-09-06,Cash,00461,Success
00462,2024-04-29,Cash,00462,Success
00463,2024-06-25,Bank Transfer,00463,Success
00464,2024-12-08,Cash,00464,Success
00465,2024-01-18,Cash,00465,Success
00466,2024-05-08,Apple Pay,00466,Success
00467,2024-04-10,Apple Pay,00467,Success
00468,2024-07-20,Bank Transfer,00468,Success
00469,2024-04-24,Credit Card,00469,Success
00470,2025-01-01,Apple Pay,00470,Success
00471,2024-11-19,Bank Transfer,00471,Success
00472,2024-11-08,Cash,00472,Success
00473,2024-10-17,Cash,00473,Success
00474,2025-01-16,Apple Pay,00474,Success
00475,2024-12-17,Bank Transfer,00475,Success
00476,2024-05-30,Bank Transfer,00476,Success
00477,2024-06-09,Cash,00477,Success
00478,2024-06-10,Apple Pay,00478,Success
00479,2024-08-21,Bank Transfer,00479,Success
00480,2024-02-12,Cash,00480,Success
00481,2024-06-03,Apple Pay,00481,Success
00482,2024-09-20,Cash,00482,Success
00483,2024-04-27,Apple Pay,00483,Success
00484,2024-01-17,Credit Card,00484,Success
00485,2024-06-24,Cash,00485,Success
00486,2024-12-05,Apple Pay,00486,Success
00487,2024-10-22,Bank Transfer,00487,Success
00488,2024-03-21,Apple Pay,00488,Success
00489,2024-11-24,Cash,00489,Refunded
00490,2024-04-27,Cash,00490,Success
00491,2024-12-25,Cash,00491,Success
00492,2024-06-28,Bank Transfer,00492,Success
00493,2024-03-16,Credit Card,00493,Success
00494,2024-07-04,Bank Transfer,00494,Success
00495,2024-11-14,Cash,00495,Success
00496,2024-02-21,Bank Transfer,00496,Success
00497,2024-03-23,Cash,00497,Success
00498,2024-02-10,Bank Transfer,00498,Success
00499,2024-01-29,Cash,00499,Success
00500,2024-07-13,Apple Pay,00500,Success
00501,2024-08-09,Credit Card,00501,Success
00502,2024-05-20,Bank Transfer,00502,Refunded
00503,2025-01-16,Bank Transfer,00503,Success
00504,2024-07-11,Credit Card,00504,Success
00505,2024-01-15,Cash,00505,Refunded
00506,2024-04-19,Credit Card,00506,Success
00507,2024-01-07,Credit Card,00507,Success
00508,2024-03-29,Apple Pay,00508,Success
00509,2024-05-23,Credit Card,00509,Success
00510,2024-10-10,Bank Transfer,00510,Success
00511,2024-11-03,Bank Transfer,00511,Success
00512,2024-10-14,Cash,00512,Success
00513,2024-06-08,Apple Pay,00513,Success
00514,2024-11-10,Credit Card,00514,Success
00515,2024-04-02,Cash,00515,Success
00516,2024-07-19,Bank Transfer,00516,Success
00517,2024-03-18,Cash,00517,Success
00518,2024-11-26,Cash,00518,Success
00519,2024-12-24,Bank Transfer,00519,Success
00520,2024-06-06,Bank Transfer,00520,Success
00521,2024-12-05,Credit Card,00521,Success
00522,2024-08-28,Credit Card,00522,Refunded
00523,2024-08-15,Credit Card,00523,Success
00524,2024-08-18,Bank Transfer,00524,Refunded
00525,2024-10-31,Bank Transfer,00525,Success
00526,2025-01-08,Cash,00526,Success
00527,2024-08-26,Apple Pay,00527,Success
00528,2024-08-06,Credit Card,00528,Success
00529,2024-08-08,Apple Pay,00529,Success
00530,2024-03-12,Bank Transfer,00530,Success
00531,2024-11-11,Credit Card,00531,Success
00532,2024-09-13,Credit Card,00532,Success
00533,2024-05-08,Bank Transfer,00533,Success
00534,2024-04-19,Bank Transfer,00534,Success
00535,2024-02-06,Credit Card,00535,Success
00536,2024-01-11,Apple Pay,00536,Success
00537,2024-03-05,Credit Card,00537,Success
00538,2024-03-14,Credit Card,00538,Refunded
00539,2024-04-27,Credit Card,00539,Success
00540,2024-06-12,Cash,00540,Success
00541,2024-02-09,Cash,00541,Success
00542,2024-07-01,Cash,00542,Success
00543,2024-08-11,Credit Card,00543,Success
00544,2024-03-02,Credit Card,00544,Success
00545,2024-03-24,Credit Card,00545,Success
00546,2024-07-16,Bank Transfer,00546,Success
00547,2024-07-06,Bank Transfer,00547,Success
00548,2024-04-15,Apple Pay,00548,Success
00549,2024-09-10,Bank Transfer,00549,Success
00550,2024-08-28,Credit Card,00550,Success
00551,2024-11-27,Bank Transfer,00551,Success
00552,2024-10-26,Apple Pay,00552,Success
00553,2024-06-07,Cash,00553,Success
00554,2024-05-06,Cash,00554,Success
00555,2024-08-10,Apple Pay,00555,Success
00556,2024-10-18,Bank Transfer,00556,Refunded
00557,2024-03-18,Bank Transfer,00557,Success
00558,2024-05-01,Cash,00558,Success
00559,2024-08-20,Bank Transfer,00559,Success
00560,2025-01-08,Cash,00560,Success
00561,2024-03-13,Apple Pay,00561,Success
00562,2025-01-19,Apple Pay,00562,Success
00563,2024-06-17,Apple Pay,00563,Success
00564,2024-07-13,Apple Pay,00564,Success
00565,2024-05-17,Apple Pay,00565,Success
00566,2024-05-27,Cash,00566,Success
00567,2024-04-15,Cash,00567,Refunded
00568,2024-10-08,Apple Pay,00568,Success
00569,2024-10-01,Cash,00569,Success
00570,2024-10-09,Cash,00570,Success
00571,2024-01-17,Credit Card,00571,Success
00572,2024-10-21,Credit Card,00572,Success
00573,2024-05-05,Cash,00573,Success
00574,2024-04-11,Credit Card,00574,Success
00575,2024-02-01,Apple Pay,00575,Success
00576,2024-05-24,Credit Card,00576,Success
00577,2024-05-06,Bank Transfer,00577,Success
00578,2024-10-17,Apple Pay,00578,Success
00579,2024-05-01,Bank Transfer,00579,Success
00580,2024-12-01,Bank Transfer,00580,Success
00581,2024-07-28,Credit Card,00581,Success
00582,2024-02-05,Bank Transfer,00582,Success
00583,2024-02-04,Apple Pay,00583,Success
00584,2024-11-24,Credit Card,00584,Success
00585,2024-03-24,Bank Transfer,00585,Success
00586,2024-06-30,Credit Card,00586,Success
00587,2024-11-03,Credit Card,00587,Success
00588,2024-05-07,Bank Transfer,00588,Success
00589,2024-06-03,Credit Card,00589,Success
00590,2024-09-20,Cash,00590,Success
00591,2024-04-27,Cash,00591,Success
00592,2025-01-22,Bank Transfer,00592,Success
00593,2024-09-23,Credit Card,00593,Success
00594,2024-08-07,Apple Pay,00594,Success
00595,2024-07-06,Cash,00595,Success
00596,2024-03-24,Cash,00596,Success
00597,2024-07-13,Cash,00597,Success
00598,2024-05-10,Cash,00598,Success
00599,2024-06-16,Credit Card,00599,Success
00600,2024-12-12,Apple Pay,00600,Success
00601,2024-10-15,Credit Card,00601,Success
00602,2024-04-22,Credit Card,00602,Success
00603,2024-04-02,Apple Pay,00603,Success
00604,2024-10-09,Bank Transfer,00604,Success
00605,2024-07-21,Apple Pay,00605,Success
00606,2024-07-08,Credit Card,00606,Success
00607,2024-12-13,Credit Card,00607,Success
00608,2024-09-09,Bank Transfer,00608,Success
00609,2024-03-14,Bank Transfer,00609,Success
00610,2024-01-10,Apple Pay,00610,Success
00611,2024-08-27,Cash,00611,Success
00612,2024-09-26,Apple Pay,00612,Success
00613,2024-10-19,Apple Pay,00613,Success
00614,2024-01-19,Bank Transfer,00614,Success
00615,2024-11-12,Apple Pay,00615,Success
00616,2024-04-02,Apple Pay,00616,Success
00617,2024-02-01,Credit Card,00617,Success
00618,2024-11-07,Cash,00618,Success
00619,2024-07-25,Bank Transfer,00619,Success
00620,2024-09-28,Cash,00620,Success
00621,2025-01-15,Apple Pay,00621,Success
00622,2024-06-29,Credit Card,00622,Success
00623,2024-09-23,Bank Transfer,00623,Success
00624,2024-04-15,Credit Card,00624,Success
00625,2024-01-11,Cash,00625,Success
