payment_id,payment_date,payment_mode,order_id,payment_status
00134,2024-05-12,Bank Transfer,00134,Success
00135,2024-03-05,Cash,00135,Success
00136,2024-10-09,Cash,00136,Success
00137,2024-02-24,Apple Pay,00137,Success
00138,2024-02-05,Apple Pay,00138,Success
00139,2024-03-06,Apple Pay,00139,Success
00140,2024-02-01,Apple Pay,00140,Success
00141,2024-03-07,Apple Pay,00141,Success
00142,2025-01-16,Credit Card,00142,Success
00143,2024-01-27,Bank Transfer,00143,Success
00144,2024-06-26,Credit Card,00144,Refunded
00145,2024-03-24,Cash,00145,Success
00146,2024-08-21,Credit Card,00146,Success
00147,2024-05-23,Bank Transfer,00147,Success
00148,2024-05-27,Cash,00148,Success
00149,2024-07-20,Credit Card,00149,Success
00150,2024-09-08,Apple Pay,00150,Success
00151,2024-12-04,Credit Card,00151,Success
00152,2024-02-12,Credit Card,00152,Success
00153,2024-12-22,Cash,00153,Success
00154,2024-12-23,Apple Pay,00154,Success
00155,2024-07-15,Bank Transfer,00155,Success
00156,2024-10-19,Cash,00156,Success
00157,2024-04-27,Bank Transfer,00157,Success
00158,2024-01-19,Bank Transfer,00158,Success
00159,2024-08-01,Credit Card,00159,Success
00160,2024-08-16,Apple Pay,00160,Success
00161,2024-06-14,Bank Transfer,00161,Success
00162,2025-01-20,Cash,00162,Success
00163,2024-12-23,Credit Card,00163,Refunded
00164,2024-03-02,Apple Pay,00164,Success
00165,2024-09-29,Credit Card,00165,Success
00166,2024-03-14,Cash,00166,Success
00167,2024-04-11,Credit Card,00167,Success
00168,2024-01-16,Cash,00168,Success
00169,2024-06-16,Credit Card,00169,Success
00170,2024-04-11,Cash,00170,Success
00171,2024-07-12,Apple Pay,00171,Success
00172,2024-11-27,Bank Transfer,00172,Success
00173,2024-05-01,Cash,00173,Success
00174,2025-01-18,Cash,00174,Success
00175,2024-09-24,Credit Card,00175,Refunded
00176,2024-11-15,Bank Transfer,00176,Success
00177,2024-07-08,Credit Card,00177,Success
00178,2024-08-03,Cash,00178,Success
00179,2024-07-30,Apple Pay,00179,Success
00180,2024-11-15,Cash,00180,Refunded
00181,2024-04-18,Cash,00181,Success
00182,2024-03-04,Cash,00182,Success
00183,2024-05-26,Cash,00183,Success
00184,2024-10-02,Cash,00184,Success
00185,2025-01-21,Bank Transfer,00185,Success
00186,2024-09-18,Credit Card,00186,Success
00187,2024-08-25,Credit Card,00187,Success
00188,2025-01-20,Cash,00188,Success
00189,2024-06-24,Credit Card,00189,Success
00190,2024-01-23,Bank Transfer,00190,Success
00191,2024-05-13,Cash,00191,Success
00192,2024-06-22,Credit Card,00192,Refunded
00193,2024-02-24,Cash,00193,Success
00194,2024-12-14,Apple Pay,00194,Success
00195,2024-04-25,Apple Pay,00195,Success
00196,2024-01-29,Cash,00196,Success
00197,2024-06-23,Credit Card,00197,Success
00198,2024-03-10,Bank Transfer,00198,Success
00199,2024-05-10,Apple Pay,00199,Success
00200,2024-08-28,Bank Transfer,00200,Success
00201,2024-04-12,Credit Card,00201,Success
00202,2024-08-19,Bank Transfer,00202,Success
00203,2024-08-10,Apple Pay,00203,Success
00204,2024-04-19,Credit Card,00204,Success
00205,2024-01-23,Credit Card,00205,Success
00206,2024-11-27,Apple Pay,00206,Success
00207,2024-08-07,Credit Card,00207,Success
00208,2024-04-03,Cash,00208,Success
00209,2025-01-10,Apple Pay,00209,Success
00210,2024-06-20,Cash,00210,Success
00211,2024-03-28,Credit Card,00211,Success
00212,2024-06-08,Credit Card,00212,Success
00213,2024-10-22,Bank Transfer,00213,Success
00214,2024-08-13,Cash,00214,Success
00215,2024-01-23,Bank Transfer,00215,Success
00216,2024-04-21,Cash,00216,Success
00217,2024-05-07,Cash,00217,Success
00218,2024-07-21,Cash,00218,Success
00219,2024-12-17,Credit Card,00219,Success
00220,2024-09-06,Credit Card,00220,Success
00221,2024-11-18,Bank Transfer,00221,Success
00222,2024-08-08,Cash,00222,Success
00223,2024-09-21,Apple Pay,00223,Success
00224,2024-01-18,Credit Card,00224,Success
00225,2024-06-19,Bank Transfer,00225,Success
00226,2024-06-12,Bank Transfer,00226,Success
00227,2024-04-26,Credit Card,00227,Success
00228,2024-07-01,Apple Pay,00228,Success
00229,2024-07-06,Apple Pay,00229,Success
00230,2024-11-22,Cash,00230,Success
00231,2024-12-17,Credit Card,00231,Success
00232,2024-11-26,Bank Transfer,00232,Success
00233,2024-08-04,Apple Pay,00233,Success
00234,2024-02-11,Credit Card,00234,Success
00235,2025-01-09,Bank Transfer,00235,Success
00236,2024-11-07,Credit Card,00236,Success
00237,2024-05-21,Apple Pay,00237,Success
00238,2024-10-21,Bank Transfer,00238,Success
00239,2024-04-04,Apple Pay,00239,Success
00240,2024-07-10,Cash,00240,Success
00241,2024-05-02,Bank Transfer,00241,Success
00242,2024-10-23,Bank Transfer,00242,Success
00243,2024-01-06,Credit Card,00243,Success
00244,2024-08-15,Bank Transfer,00244,Success
00245,2025-01-14,Apple Pay,00245,Success
00246,2024-12-25,Apple Pay,00246,Success
00247,2024-01-19,Cash,00247,Success
00248,2024-03-27,Apple Pay,00248,Success
00249,2025-01-17,Credit Card,00249,Success
00250,2024-10-07,Credit Card,00250,Refunded
00251,2024-09-03,Cash,00251,Success
00252,2024-03-18,Apple Pay,00252,Success
00253,2024-04-10,Bank Transfer,00253,Success
00254,2024-04-30,Credit Card,00254,Success
00255,2024-10-10,Bank Transfer,00255,Success
00256,2024-05-02,Credit Card,00256,Success
00257,2024-12-01,Credit Card,00257,Success
00258,2025-01-20,Cash,00258,Success
00259,2024-09-08,Cash,00259,Success
00260,2024-05-10,Credit Card,00260,Success
00261,2024-12-30,Apple Pay,00261,Success
00262,2024-05-16,Apple Pay,00262,Success
00263,2024-03-31,Credit Card,00263,Success
00264,2024-03-30,Credit Card,00264,Success
00265,2024-10-02,Cash,00265,Success
00266,2024-11-30,Credit Card,00266,Success
00267,2024-01-30,Bank Transfer,00267,Success
00268,2025-01-06,Apple Pay,00268,Refunded
00269,2024-12-20,Credit Card,00269,Success
00270,2024-01-27,Apple Pay,00270,Success
00271,2024-07-19,Bank Transfer,00271,Success
00272,2024-05-21,Apple Pay,00272,Success
00273,2024-12-24,Apple Pay,00273,Success
00274,2024-05-15,Cash,00274,Success
00275,2024-04-14,Credit Card,00275,Success
00276,2024-05-14,Credit Card,00276,Refunded
00277,2024-08-12,Apple Pay,00277,Success
00278,2024-02-28,Apple Pay,00278,Success
00279,2024-08-09,Apple Pay,00279,Success
00280,2024-04-27,Bank Transfer,00280,Success
00281,2024-06-18,Credit Card,00281,Success
00282,2024-08-16,Apple Pay,00282,Success
00283,2024-04-08,Cash,00283,Success
00284,2024-09-11,Apple Pay,00284,Success
00285,2024-08-28,Cash,00285,Success
00286,2024-09-23,Cash,00286,Success
00287,2024-09-29,Credit Card,00287,Success
00288,2024-03-28,Bank Transfer,00288,Success
00289,2024-06-02,Credit Card,00289,Success
00290,2024-06-15,Apple Pay,00290,Success
00291,2024-11-19,Apple Pay,00291,Success
00292,2024-01-23,Credit Card,00292,Success
00293,2024-03-21,Credit Card,00293,Success
00294,2024-11-17,Credit Card,00294,Success
00295,2024-05-29,Apple Pay,00295,Success
00296,2024-02-29,Apple Pay,00296,Success
00297,2024-04-30,Apple Pay,00297,Success
00298,2025-01-06,Credit Card,00298,Success
00299,2024-06-04,Apple Pay,00299,Success
00300,2024-10-30,Credit Card,00300,Success
00301,2024-12-11,Apple Pay,00301,Success
00302,2024-09-21,Bank Transfer,00302,Success
00303,2024-08-31,Bank Transfer,00303,Success
00304,2024-07-26,Apple Pay,00304,Success
00305,2024-09-22,Bank Transfer,00305,Success
00306,2024-07-07,Credit Card,00306,Success
00307,2024-04-07,Bank Transfer,00307,Success
00308,2024-01-31,Apple Pay,00308,Success
00309,2024-09-28,Bank Transfer,00309,Success
00310,2024-05-13,Bank Transfer,00310,Success
00311,2024-09-23,Bank Transfer,00311,Success
00312,2024-07-20,Bank Transfer,00312,Success
00313,2024-07-20,Apple Pay,00313,Success
00314,2024-08-08,Apple Pay,00314,Success
00315,2024-06-10,Cash,00315,Success
00316,2024-09-20,Bank Transfer,00316,Success
00317,2024-04-21,Apple Pay,00317,Success
00318,2024-03-20,Cash,00318,Success
00319,2024-12-14,Bank Transfer,00319,Success
00320,2024-03-06,Cash,00320,Success
00321,2024-05-07,Cash,00321,Success
00322,2024-11-29,Bank Transfer,00322,Success
00323,2024-11-22,Bank Transfer,00323,Success
00324,2024-05-29,Apple Pay,00324,Success
00325,2024-06-01,Cash,00325,Success
00326,2024-11-12,Credit Card,00326,Success
00327,2024-12-11,Cash,00327,Success
00328,2024-05-06,Credit Card,00328,Success
00329,2025-01-20,Bank Transfer,00329,Success
00330,2024-02-12,Cash,00330,Success
00331,2024-06-07,Cash,00331,Success
00332,2024-06-12,Bank Transfer,00332,Success
00333,2024-01-07,Credit Card,00333,Success
00334,2024-07-11,Apple Pay,00334,Success
00335,2024-07-04,Credit Card,00335,Success
00336,2024-02-24,Credit Card,00336,Success
00337,2024-06-07,Bank Transfer,00337,Success
00338,2024-12-28,Apple Pay,00338,Success
00339,2024-09-16,Bank Transfer,00339,Refunded
00340,2024-10-20,Credit Card,00340,Success
00341,2024-04-22,Apple Pay,00341,Success
00342,2024-04-18,Cash,00342,Success
00343,2024-01-28,Credit Card,00343,Success
00344,2024-10-26,Bank Transfer,00344,Success
00345,2024-11-22,Credit Card,00345,Success
00346,2024-08-26,Credit Card,00346,Success
00347,2024-01-27,Bank Transfer,00347,Success
00348,2024-03-18,Cash,00348,Success
00349,2024-06-07,Apple Pay,00349,Success
00350,2024-07-24,Credit Card,00350,Success
00351,2024-03-16,Bank Transfer,00351,Success
00352,2024-09-23,Apple Pay,00352,Success
00353,2024-10-24,Bank Transfer,00353,Success
00354,2024-12-02,Cash,00354,Success
00355,2024-12-03,Apple Pay,00355,Success
00356,2024-08-26,Apple Pay,00356,Success
00357,2024-09-07,Bank Transfer,00357,Success
00358,2025-01-23,Credit Card,00358,Success
00359,2024-11-03,Apple Pay,00359,Success
00360,2024-03-11,Apple Pay,00360,Success
00361,2024-08-16,Credit Card,00361,Success
00362,2024-01-18,Cash,00362,Success
00363,2024-04-12,Apple Pay,00363,Success
00364,2024-08-21,Cash,00364,Success
00365,2024-12-08,Bank Transfer,00365,Success
00366,2025-01-10,Apple Pay,00366,Success
00367,2024-01-22,Apple Pay,00367,Success
00368,2025-01-08,Credit Card,00368,Success
00369,2024-08-08,Credit Card,00369,Success
00370,2024-04-16,Apple Pay,00370,Success
00371,2024-12-10,Cash,00371,Success
00372,2024-08-06,Apple Pay,00372,Success
00373,2024-01-22,Cash,00373,Success
00374,2025-01-18,Apple Pay,00374,Success
00375,2024-08-13,Credit Card,00375,Success
00376,2024-10-17,Apple Pay,00376,Success
00377,2024-03-05,Credit Card,00377,Success
00378,2024-11-18,Bank Transfer,00378,Success
00379,2024-12-12,Bank Transfer,00379,Success
00380,2024-09-01,Apple Pay,00380,Success
00381,2024-09-13,Bank Transfer,00381,Success
00382,2024-03-23,Bank Transfer,00382,Success
00383,2024-03-25,Cash,00383,Success
00384,2024-06-14,Cash,00384,Success
00385,2024-01-18,Cash,00385,Success
00386,2024-09-27,Credit Card,00386,Success
00387,2024-11-19,Cash,00387,Success
00388,2024-04-29,Credit Card,00388,Success
00389,2024-11-14,Bank Transfer,00389,Success
00390,2024-12-31,Apple Pay,00390,Success
00391,2024-04-07,Credit Card,00391,Success
00392,2024-12-14,Credit Card,00392,Success
00393,2025-01-16,Apple Pay,00393,Success
00394,2024-06-25,Credit Card,00394,Success
00395,2024-12-25,Credit Card,00395,Success
00396,2024-01-30,Credit Card,00396,Success
00397,2024-10-20,Bank Transfer,00397,Success
00398,2024-11-09,Bank Transfer,00398,Success
00399,2024-02-26,Apple Pay,00399,Success
00400,2024-05-15,Credit Card,00400,Success
00401,2024-12-22,Cash,00401,Success
00402,2024-07-08,Apple Pay,00402,Success
00403,2025-01-12,Credit Card,00403,Refunded
00404,2024-12-08,Bank Transfer,00404,Success
00405,2024-07-11,Apple Pay,00405,Success
00406,2024-06-11,Apple Pay,00406,Success
00407,2024-03-14,Credit Card,00407,Success
00408,2024-03-17,Bank Transfer,00408,Success
00409,2024-02-01,Credit Card,00409,Success
00410,2024-08-07,Credit Card,00410,Success
00411,2024-04-28,Cash,00411,Success
00412,2024-08-12,Bank Transfer,00412,Success
00413,2024-02-16,Bank Transfer,00413,Success
00414,2024-11-06,Credit Card,00414,Success
00415,2024-03-25,Apple Pay,00415,Success
00416,2024-06-13,Cash,00416,Success
00417,2024-07-12,Bank Transfer,00417,Success
00418,2024-01-07,Credit Card,00418,Success
00419,2024-11-02,Cash,00419,Success
00420,2024-05-12,Cash,00420,Success
00421,2024-02-09,Cash,00421,Success
00422,2024-01-11,Credit Card,00422,Success
00423,2024-03-17,Cash,00423,Success
00424,2024-02-20,Apple Pay,00424,Success
00425,2024-12-13,Apple Pay,00425,Success
00426,2024-04-25,Apple Pay,00426,Success
00427,2024-08-03,Credit Card,00427,Success
00428,2024-02-12,Credit Card,00428,Success
00429,2024-10-17,Credit Card,00429,Success
00430,2024-10-25,Cash,00430,Success
00431,2024-01-06,Credit Card,00431,Success
00432,2024-05-03,Credit Card,00432,Success
00433,2024-08-10,Apple Pay,00433,Success
00434,2024-05-02,Cash,00434,Refunded
00435,2024-08-27,Credit Card,00435,Success
00436,2024-11-22,Credit Card,00436,Success
00437,2024-05-22,Apple Pay,00437,Refunded
00438,2024-02-03,Cash,00438,Success
00439,2024-08-23,Bank Transfer,00439,Success
00440,2024-12-13,Credit Card,00440,Success
00441,2024-06-05,Bank Transfer,00441,Success
00442,2024-05-05,Apple Pay,00442,Success
00443,2024-07-15,Apple Pay,00443,Success
00444,2024-08-09,Bank Transfer,00444,Success
00445,2024-02-18,Cash,00445,Success
00446,2024-12-11,Apple Pay,00446,Success
00447,2024-02-19,Cash,00447,Success
00448,2024-02-23,Credit Card,00448,Success
00449,2024-07-19,Apple Pay,00449,Success
00450,2024-07-16,Credit Card,00450,Success
00451,2024-06-08,Cash,00451,Success
00452,2024-11-12,Bank Transfer,00452,Success
00453,2024-04-30,Cash,00453,Success
00454,2024-02-06,Credit Card,00454,Success
00455,2025-01-14,Cash,00455,Success
00456,2024-08-04,Apple Pay,00456,Success
00457,2024-10-19,Cash,00457,Success
00458,2024-06-10,Bank Transfer,00458,Success
00459,2024-05-31,Credit Card,00459,Success
00460,2024-04-26,Apple Pay,00460,Success
00461,2024-04-28,Bank Transfer,00461,Success
00462,2024-04-12,Cash,00462,Success
00463,2024-09-01,Cash,00463,Success
00464,2024-02-18,Credit Card,00464,Success
00465,2025-01-16,Credit Card,00465,Success
00466,2024-12-26,Bank Transfer,00466,Success
00467,2024-10-10,Cash,00467,Success
00468,2024-12-13,Cash,00468,Success
00469,2024-11-20,Apple Pay,00469,Refunded
00470,2025-01-03,Cash,00470,Success
00471,2024-02-11,Credit Card,00471,Success
00472,2024-08-17,Bank Transfer,00472,Success
00473,2024-06-11,Apple Pay,00473,Success
00474,2024-12-31,Cash,00474,Refunded
00475,2024-12-31,Credit Card,00475,Success
00476,2024-11-15,Bank Transfer,00476,Success
00477,2024-09-15,Credit Card,00477,Success
00478,2024-04-05,Bank Transfer,00478,Success
00479,2025-01-14,Credit Card,00479,Success
00480,2024-10-31,Bank Transfer,00480,Success
00481,2024-05-25,Credit Card,00481,Success
00482,2024-02-19,Cash,00482,Refunded
00483,2024-03-01,Credit Card,00483,Success
00484,2024-08-16,Apple Pay,00484,Success
00485,2024-06-27,Credit Card,00485,Success
00486,2024-04-02,Credit Card,00486,Success
00487,2024-10-21,Credit Card,00487,Success
00488,2024-07-28,Credit Card,00488,Success
00489,2024-12-22,Bank Transfer,00489,Success
00490,2025-01-05,Credit Card,00490,Success
00491,2024-03-20,Cash,00491,Success
00492,2024-11-05,Credit Card,00492,Success
00493,2024-10-19,Cash,00493,Success
00494,2024-06-15,Credit Card,00494,Success
00495,2024-09-23,Cash,00495,Success
00496,2024-11-25,Bank Transfer,00496,Success
00497,2025-01-07,Apple Pay,00497,Success
00498,2024-04-09,Cash,00498,Success
00499,2024-09-03,Cash,00499,Success
00500,2024-07-31,Cash,00500,Success
00501,2024-01-28,Cash,00501,Success
00502,2024-01-14,Cash,00502,Success
00503,2024-03-04,Credit Card,00503,Success
00504,2024-03-17,Bank Transfer,00504,Success
00505,2024-12-17,Credit Card,00505,Success
00506,2024-11-23,Apple Pay,00506,Success
00507,2024-05-24,Cash,00507,Success
00508,2024-05-20,Credit Card,00508,Success
00509,2024-11-17,Cash,00509,Success
00510,2024-05-30,Credit Card,00510,Success
00511,2024-10-26,Cash,00511,Success
00512,2024-06-29,Cash,00512,Success
00513,2024-11-26,Credit Card,00513,Success
00514,2024-11-27,Cash,00514,Success
00515,2024-02-20,Apple Pay,00515,Success
00516,2024-05-30,Bank Transfer,00516,Success
00517,2024-08-20,Apple Pay,00517,Success
00518,2024-03-03,Cash,00518,Success
00519,2024-09-13,Cash,00519,Success
00520,2024-12-30,Credit Card,00520,Success
00521,2024-04-13,Bank Transfer,00521,Success
00522,2024-02-05,Credit Card,00522,Success
00523,2024-03-23,Apple Pay,00523,Success
00524,2025-01-13,Cash,00524,Success
00525,2024-11-04,Cash,00525,Success
00526,2024-03-16,Cash,00526,Success
00527,2024-12-09,Cash,00527,Success
00528,2024-10-05,Bank Transfer,00528,Success
00529,2024-07-02,Credit Card,00529,Success
00530,2024-02-11,Cash,00530,Refunded
00531,2024-01-12,Apple Pay,00531,Success
00532,2024-08-22,Credit Card,00532,Success
00533,2024-05-10,Cash,00533,Success
00534,2024-10-23,Credit Card,00534,Success
00535,2024-05-05,Credit Card,00535,Success
00536,2024-01-08,Apple Pay,00536,Success
00537,2024-10-13,Apple Pay,00537,Success
00538,2024-06-26,Cash,00538,Success
00539,2024-08-06,Credit Card,00539,Success
00540,2024-05-06,Credit Card,00540,Success
00541,2024-05-26,Credit Card,00541,Refunded
00542,2024-09-15,Credit Card,00542,Success
00543,2024-06-15,Bank Transfer,00543,Success
00544,2024-06-18,Cash,00544,Success
00545,2024-03-21,Bank Transfer,00545,Success
00546,2024-06-23,Bank Transfer,00546,Success
00547,2024-10-03,Apple Pay,00547,Success
00548,2024-01-31,Bank Transfer,00548,Success
00549,2025-01-21,Bank Transfer,00549,Success
00550,2024-01-08,Cash,00550,Success
00551,2024-10-24,Apple Pay,00551,Success
00552,2024-12-03,Credit Card,00552,Success
00553,2024-12-18,Apple Pay,00553,Success
00554,2024-02-25,Cash,00554,Success
00555,2024-03-07,Cash,00555,Success
00556,2024-04-30,Cash,00556,Success
00557,2024-06-07,Cash,00557,Success
00558,2024-07-26,Apple Pay,00558,Success
00559,2024-07-22,Cash,00559,Success
00560,2024-09-12,Bank Transfer,00560,Success
00561,2024-12-27,Bank Transfer,00561,Success
00562,2024-04-30,Apple Pay,00562,Success
00563,2024-04-13,Cash,00563,Success
00564,2024-08-24,Bank Transfer,00564,Success
00565,2024-12-07,Bank Transfer,00565,Success
00566,2024-10-12,Credit Card,00566,Success
00567,2024-04-25,Credit Card,00567,Success
00568,2024-02-28,Apple Pay,00568,Success
00569,2024-04-01,Credit Card,00569,Success
00570,2024-05-31,Bank Transfer,00570,Success
00571,2024-02-23,Bank Transfer,00571,Success
00572,2024-01-27,Cash,00572,Success
00573,2024-04-10,Cash,00573,Success
00574,2024-10-09,Apple Pay,00574,Success
00575,2024-09-24,Bank Transfer,00575,Success
00576,2024-08-15,Credit Card,00576,Success
00577,2024-01-23,Bank Transfer,00577,Success
00578,2024-06-13,Bank Transfer,00578,Success
00579,2024-02-24,Bank Transfer,00579,Success
00580,2024-12-02,Apple Pay,00580,Success
00581,2024-08-30,Credit Card,00581,Success
00582,2024-08-15,Bank Transfer,00582,Success
00583,2024-10-09,Apple Pay,00583,Success
00584,2024-07-08,Cash,00584,Success
00585,2025-01-09,Cash,00585,Success
00586,2024-09-20,Bank Transfer,00586,Success
00587,2024-02-28,Credit Card,00587,Success
00588,2024-03-19,Apple Pay,00588,Success
00589,2024-07-10,Credit Card,00589,Success
00590,2024-07-25,Apple Pay,00590,Success
00591,2024-09-17,Cash,00591,Success
00592,2024-02-14,Bank Transfer,00592,Success
00593,2024-05-21,Cash,00593,Success
00594,2024-07-12,Credit Card,00594,Success
00595,2024-07-24,Credit Card,00595,Success
00596,2024-03-05,Bank Transfer,00596,Success
00597,2024-07-02,Bank Transfer,00597,Refunded
00598,2024-12-24,Cash,00598,Success
00599,2024-01-27,Bank Transfer,00599,Success
00600,2024-11-07,Cash,00600,Success
00601,2024-03-29,Credit Card,00601,Success
00602,2024-03-20,Apple Pay,00602,Success
00603,2024-07-01,Cash,00603,Success
00604,2024-08-16,Cash,00604,Success
00605,2024-09-28,Cash,00605,Success
00606,2024-03-06,Cash,00606,Success
00607,2024-04-24,Credit Card,00607,Success
00608,2024-08-20,Credit Card,00608,Success
00609,2024-07-12,Credit Card,00609,Success
00610,2024-12-21,Cash,00610,Success
00611,2024-08-27,Apple Pay,00611,Success
00612,2025-01-17,Credit Card,00612,Success
00613,2024-03-28,Apple Pay,00613,Success
00614,2025-01-12,Bank Transfer,00614,Refunded
00615,2024-11-25,Cash,00615,Success
00616,2024-05-30,Credit Card,00616,Success
00617,2024-08-12,Cash,00617,Success
00618,2024-06-28,Apple Pay,00618,Success
00619,2024-07-06,Apple Pay,00619,Success
00620,2024-03-08,Apple Pay,00620,Success
00621,2024-01-08,Cash,00621,Success
00622,2024-04-06,Cash,00622,Success
00623,2024-02-12,Apple Pay,00623,Success
00624,2024-11-14,Apple Pay,00624,Success
00625,2024-09-15,Bank Transfer,00625,Success
00626,2024-04-16,Apple Pay,00626,Success
