inventory_id,product_id,stock_remaining,warehouse_id,restock_date
00220,009,88,W040,
00221,011,180,W030,
00222,010,387,W049,
00223,002,0,W016,2025-02-01
00224,015,269,W020,
00225,013,29,W045,2025-02-15
00226,011,481,W013,
00227,007,330,W022,
00228,025,478,W025,
00229,013,490,W026,
00230,011,472,W032,
00231,023,162,W009,
00232,022,162,W039,
00233,025,484,W013,
00234,010,87,W016,
00235,023,414,W030,
00236,003,262,W025,
00237,014,233,W006,
00238,021,404,W048,
00239,014,55,W005,
00240,002,16,W020,2025-01-30
00241,019,216,W003,
00242,014,428,W004,
00243,019,309,W048,
00244,021,244,W043,
00245,003,25,W010,2025-01-21
00246,018,347,W001,
00247,022,194,W015,
00248,023,139,W041,
00249,018,99,W043,
00250,007,174,W005,
00251,022,41,W016,2025-01-26
00252,009,266,W037,
00253,017,222,W005,
00254,009,87,W050,
00255,025,121,W012,
00256,023,457,W040,
00257,003,0,W032,2025-02-06
00258,019,285,W050,
00259,025,199,W028,
00260,023,410,W039,
00261,023,121,W048,
00262,009,194,W027,
00263,004,107,W042,
00264,023,402,W015,
00265,005,63,W035,
00266,011,118,W039,
00267,007,293,W034,
00268,024,91,W002,
00269,026,63,W016,
00270,014,278,W021,
00271,007,170,W018,
00272,013,356,W010,
00273,013,118,W035,
00274,025,199,W021,
00275,017,284,W026,
00276,005,184,W024,
00277,006,301,W038,
00278,009,85,W049,
00279,008,184,W049,
00280,005,197,W013,
00281,007,352,W034,
00282,025,12,W014,2025-02-05
00283,016,74,W029,
00284,014,119,W029,
00285,016,426,W025,
00286,009,165,W038,
00287,006,323,W042,
00288,015,213,W032,
00289,013,23,W045,2025-02-04
00290,005,33,W029,2025-01-29
00291,022,8,W020,2025-02-02
00292,022,236,W048,
00293,026,195,W047,
00294,018,433,W037,
00295,013,288,W046,
00296,001,114,W045,
00297,014,412,W026,
00298,014,277,W033,
00299,007,240,W047,
00300,019,403,W027,
00301,022,274,W047,
00302,021,11,W025,2025-02-03
00303,005,197,W013,
00304,014,248,W029,
00305,010,153,W003,
00306,013,421,W043,
00307,012,500,W023,
00308,002,387,W040,
00309,009,451,W026,
00310,008,138,W018,
00311,016,405,W024,
00312,005,411,W043,
00313,001,403,W024,
00314,021,197,W017,
00315,006,371,W033,
00316,002,413,W044,
00317,024,90,W047,
00318,011,11,W025,2025-01-26
00319,002,387,W023,
00320,022,119,W010,
00321,010,208,W007,
00322,017,311,W044,
00323,001,185,W027,
00324,014,456,W042,
00325,005,301,W025,
00326,008,337,W005,
00327,003,45,W014,2025-01-30
00328,019,162,W007,
00329,018,212,W037,
00330,017,297,W045,
00331,001,470,W039,
00332,025,149,W016,
00333,024,346,W021,
00334,003,272,W016,
00335,024,242,W036,
00336,005,207,W038,
00337,023,392,W011,
00338,021,74,W020,
00339,019,136,W048,
00340,025,277,W021,
00341,011,124,W022,
00342,018,100,W036,
00343,009,344,W033,
00344,008,100,W026,
00345,024,214,W031,
00346,017,99,W020,
00347,020,294,W028,
00348,012,482,W031,
00349,022,290,W010,
00350,003,183,W039,
00351,009,287,W034,
00352,005,236,W028,
00353,024,266,W048,
00354,025,360,W046,
00355,011,190,W001,
00356,017,215,W040,
00357,024,31,W014,2025-01-27
00358,016,288,W032,
00359,003,303,W006,
00360,009,286,W018,
00361,021,421,W017,
00362,026,153,W029,
00363,016,91,W011,
00364,026,345,W001,
00365,001,398,W034,
00366,005,141,W033,
00367,013,396,W025,
00368,021,120,W012,
00369,013,163,W003,
00370,016,197,W013,
00371,007,56,W043,
00372,023,224,W033,
00373,004,350,W037,
00374,009,100,W024,
00375,023,235,W035,
00376,002,95,W037,
00377,001,444,W027,
00378,023,402,W002,
00379,021,240,W033,
00380,003,261,W024,
00381,006,405,W009,
00382,002,333,W009,
00383,006,399,W016,
00384,014,431,W029,
00385,015,161,W017,
00386,006,84,W008,
00387,001,174,W030,
00388,022,68,W030,
00389,006,355,W033,
00390,007,426,W039,
00391,020,411,W046,
00392,022,153,W020,
00393,017,353,W031,
00394,006,386,W050,
00395,016,252,W043,
00396,010,88,W038,
00397,014,479,W008,
00398,015,388,W037,
00399,018,230,W050,
00400,011,16,W016,2025-02-13
00401,005,10,W025,2025-02-09
00402,001,169,W037,
00403,004,500,W014,
00404,002,88,W046,
00405,013,108,W042,
00406,019,108,W013,
00407,024,218,W047,
00408,025,44,W043,2025-02-02
00409,025,38,W048,2025-01-27
00410,023,184,W028,
00411,023,123,W016,
00412,006,80,W045,
00413,009,333,W050,
00414,005,361,W036,
00415,026,97,W006,
00416,020,167,W046,
00417,016,0,W019,2025-01-21
00418,014,361,W047,
00419,006,101,W036,
00420,002,6,W042,2025-01-24
00421,012,229,W008,
00422,002,213,W023,
00423,015,364,W011,
00424,021,447,W010,
00425,025,295,W024,
00426,014,24,W022,2025-02-05
00427,022,366,W038,
00428,020,99,W023,
00429,014,109,W013,
00430,007,261,W021,
00431,019,356,W008,
00432,011,225,W028,
00433,017,174,W041,
00434,016,460,W048,
00435,003,0,W006,2025-02-08
00436,026,277,W005,
00437,015,419,W049,
00438,022,62,W047,
00439,013,408,W006,
00440,018,438,W031,
00441,026,454,W010,
00442,002,500,W004,
00443,010,299,W025,
00444,020,322,W002,
00445,002,486,W028,
00446,022,407,W024,
00447,024,125,W006,
00448,003,341,W029,
00449,020,224,W005,
00450,016,155,W028,
00451,020,455,W016,
00452,012,331,W039,
00453,025,14,W017,2025-01-31
00454,003,188,W013,
00455,026,103,W033,
00456,020,100,W034,
00457,020,68,W037,
00458,003,489,W043,
00459,026,163,W008,
00460,012,420,W038,
00461,022,470,W010,
00462,024,283,W033,
00463,004,410,W046,
00464,005,8,W030,2025-02-12
00465,025,155,W010,
00466,022,500,W041,
00467,009,387,W014,
00468,023,452,W038,
00469,014,250,W022,
00470,008,49,W025,2025-01-29
00471,001,23,W022,2025-01-20
00472,006,164,W009,
00473,025,433,W045,
00474,026,477,W002,
00475,022,256,W028,
00476,013,484,W025,
00477,002,48,W012,2025-02-16
00478,026,54,W032,
00479,011,95,W017,
00480,021,171,W023,
00481,001,13,W020,2025-02-11
00482,001,409,W009,
00483,012,374,W006,
00484,024,256,W036,
00485,013,494,W032,
00486,015,65,W013,
00487,003,238,W005,
00488,004,460,W010,
00489,011,475,W034,
00490,024,286,W026,
00491,001,494,W032,
00492,023,109,W013,
00493,017,189,W049,
00494,026,141,W041,
00495,017,239,W039,
00496,019,191,W035,
00497,011,91,W011,
00498,025,210,W042,
00499,010,380,W006,
00500,008,67,W003,
00501,011,121,W005,
00502,009,371,W007,
00503,017,382,W019,
00504,009,277,W026,
00505,010,491,W045,
00506,003,442,W025,
00507,003,479,W001,
00508,019,73,W006,
00509,012,311,W029,
00510,012,327,W028,
00511,014,52,W044,
00512,012,154,W036,
00513,009,335,W013,
00514,001,169,W031,
00515,025,329,W018,
00516,006,499,W017,
00517,014,142,W002,
00518,005,483,W032,
00519,016,347,W009,
00520,025,267,W010,
00521,001,237,W041,
00522,025,407,W027,
00523,008,364,W028,
00524,024,217,W029,
00525,023,461,W011,
00526,026,337,W004,
00527,012,399,W017,
00528,003,24,W010,2025-02-14
00529,020,409,W025,
00530,015,472,W016,
00531,002,117,W049,
00532,011,215,W028,
00533,009,175,W040,
00534,020,397,W034,
00535,016,475,W031,
00536,010,332,W009,
00537,010,196,W050,
00538,021,485,W023,
00539,024,309,W003,
00540,001,500,W026,
00541,012,373,W037,
00542,019,251,W033,
00543,002,263,W047,
00544,003,85,W039,
00545,020,286,W003,
00546,005,454,W028,
00547,005,411,W001,
00548,008,383,W035,
00549,004,418,W007,
00550,018,25,W049,2025-01-21
00551,022,437,W024,
00552,006,391,W009,
00553,003,461,W001,
00554,021,326,W047,
00555,011,254,W039,
00556,013,495,W007,
00557,014,123,W048,
00558,012,218,W047,
00559,016,141,W035,
00560,019,480,W031,
00561,017,328,W037,
00562,021,431,W029,
00563,002,16,W016,2025-01-30
00564,026,161,W040,
00565,025,487,W005,
00566,009,7,W034,2025-02-02
00567,005,168,W009,
00568,009,275,W033,
00569,008,223,W034,
00570,011,166,W010,
00571,024,444,W046,
00572,023,106,W030,
00573,008,86,W005,
00574,012,473,W006,
00575,001,441,W020,
00576,023,169,W025,
00577,014,393,W049,
00578,003,352,W008,
00579,014,215,W022,
00580,009,63,W039,
00581,005,489,W018,
00582,001,493,W010,
00583,014,460,W036,
00584,010,158,W004,
00585,015,73,W040,
00586,010,495,W038,
00587,004,239,W002,
00588,002,44,W022,2025-01-25
00589,022,310,W013,
00590,001,441,W029,
00591,008,154,W045,
00592,001,285,W031,
00593,018,303,W038,
00594,025,268,W030,
00595,018,323,W034,
00596,021,202,W035,
00597,001,418,W048,
00598,023,434,W019,
00599,018,500,W028,
00600,001,359,W036,
00601,006,200,W050,
00602,012,122,W037,
00603,017,381,W002,
00604,019,436,W041,
00605,017,328,W034,
00606,017,387,W014,
00607,002,457,W025,
00608,024,67,W004,
00609,007,297,W015,
00610,020,189,W034,
00611,010,449,W037,
00612,005,132,W029,
00613,018,243,W034,
00614,025,291,W020,
00615,017,54,W008,
00616,010,240,W013,
00617,001,9,W017,2025-01-26
00618,002,490,W029,
00619,007,490,W032,
00620,005,212,W025,
00621,023,286,W046,
00622,003,454,W038,
00623,011,37,W050,2025-01-31
00624,020,336,W012,
00625,002,159,W042,
00626,010,447,W034,
00627,016,48,W030,2025-02-04
00628,007,306,W015,
00629,019,186,W019,
00630,021,152,W003,
00631,020,25,W035,2025-01-22
00632,022,447,W015,
00633,010,213,W001,
00634,015,318,W030,
00635,001,241,W003,
00636,006,39,W019,2025-01-27
00637,001,31,W031,2025-01-29
00638,008,266,W026,
00639,013,338,W039,
00640,017,93,W005,
00641,015,62,W025,
00642,012,394,W026,
00643,019,159,W027,
00644,016,379,W015,
00645,024,403,W017,
00646,012,99,W016,
00647,008,229,W017,
00648,007,54,W017,
00649,025,422,W030,
00650,015,226,W002,
00651,017,236,W021,
00652,007,296,W033,
00653,007,174,W016,
00654,003,461,W011,
00655,001,136,W007,
00656,020,399,W003,
00657,004,139,W034,
00658,022,299,W005,
00659,013,93,W049,
00660,021,315,W026,
00661,015,190,W028,
00662,007,102,W034,
00663,009,304,W034,
00664,026,400,W047,
00665,007,495,W045,
00666,010,299,W035,
00667,014,319,W024,
00668,014,380,W010,
00669,012,32,W037,2025-02-08
00670,011,396,W021,
00671,017,347,W031,
00672,025,253,W042,
00673,019,269,W030,
00674,017,435,W015,
00675,021,334,W016,
00676,008,447,W048,
00677,017,418,W044,
00678,015,56,W046,
00679,011,366,W027,
00680,020,345,W028,
00681,025,129,W024,
00682,026,416,W041,
00683,020,449,W032,
00684,019,145,W047,
00685,008,491,W021,
00686,025,236,W048,
00687,013,299,W001,
00688,017,179,W031,
00689,023,86,W031,
00690,020,210,W036,
00691,008,283,W018,
00692,021,77,W010,
00693,010,465,W035,
00694,022,400,W023,
00695,006,287,W016,
00696,020,227,W013,
00697,007,371,W004,
00698,003,306,W011,
00699,009,490,W046,
00700,002,239,W003,
00701,026,409,W020,
00702,020,72,W022,
00703,003,322,W038,
00704,022,45,W019,2025-02-05
00705,004,105,W014,
00706,003,274,W026,
00707,019,166,W050,
00708,025,119,W008,
00709,007,253,W050,
00710,006,307,W034,
00711,001,309,W030,
00712,025,176,W003,
00713,022,127,W020,
00714,018,351,W035,
00715,018,340,W011,
00716,003,269,W046,
00717,019,402,W043,
00718,008,291,W017,
00719,010,62,W040,
00720,026,218,W044,
00721,007,164,W018,
00722,002,449,W021,
00723,002,445,W001,
00724,017,417,W027,
00725,011,347,W012,
00726,008,181,W017,
00727,008,458,W015,
00728,016,64,W033,
00729,007,239,W007,
00730,014,449,W022,
00731,001,249,W014,
00732,009,364,W044,
00733,004,147,W025,
00734,022,135,W003,
00735,013,453,W025,
00736,025,169,W040,
00737,021,332,W002,
00738,006,199,W019,
00739,013,445,W018,
00740,012,235,W024,
00741,008,420,W008,
00742,016,262,W017,
00743,002,70,W017,
00744,011,34,W008,2025-02-04
00745,014,412,W018,
00746,025,355,W001,
00747,003,471,W021,
00748,013,123,W023,
00749,003,294,W012,
00750,006,380,W009,
00751,005,79,W007,
00752,002,410,W010,
00753,001,135,W046,
00754,022,258,W035,
00755,013,211,W040,
00756,005,172,W047,
00757,009,185,W028,
00758,006,382,W033,
00759,007,358,W025,
00760,025,7,W014,2025-02-12
00761,008,67,W034,
00762,012,229,W023,
00763,005,9,W020,2025-02-11
00764,013,367,W002,
00765,023,206,W034,
00766,003,432,W049,
00767,010,92,W027,
00768,013,58,W001,
00769,021,496,W037,
00770,019,182,W043,
00771,014,194,W016,
00772,011,407,W032,
00773,003,189,W017,
00774,012,21,W032,2025-01-28
00775,010,208,W018,
00776,013,480,W016,
00777,008,255,W003,
00778,008,345,W002,
00779,007,104,W015,
00780,026,234,W012,
00781,014,321,W012,
00782,006,60,W015,
00783,020,177,W005,
00784,008,176,W038,
00785,003,181,W019,
00786,004,281,W038,
00787,022,27,W030,2025-02-15
00788,001,118,W020,
00789,008,154,W026,
00790,019,231,W050,
00791,015,165,W044,
00792,001,291,W019,
00793,021,52,W045,
00794,026,438,W018,
00795,013,100,W003,
00796,016,152,W005,
00797,024,448,W008,
00798,013,94,W008,
00799,013,497,W044,
00800,003,164,W026,
00801,025,249,W003,
00802,002,277,W046,
00803,003,22,W033,2025-02-11
00804,026,44,W037,2025-01-21
00805,012,182,W017,
00806,016,68,W030,
00807,025,387,W022,
00808,005,108,W013,
00809,008,433,W035,
00810,016,41,W037,2025-01-29
00811,006,264,W028,
00812,012,243,W007,
00813,018,470,W019,
00814,007,12,W004,2025-02-04
00815,004,490,W043,
00816,015,467,W044,
00817,001,308,W013,
00818,009,279,W037,
00819,004,221,W020,
00820,019,312,W026,
00821,008,12,W020,2025-02-02
00822,015,116,W027,
00823,005,306,W029,
00824,017,392,W039,
00825,022,43,W045,2025-02-04
00826,016,445,W018,
00827,023,416,W032,
00828,008,115,W031,
00829,019,168,W001,
00830,025,371,W012,
00831,010,331,W031,
00832,023,1,W030,2025-01-25
00833,018,117,W012,
00834,020,146,W030,
00835,024,208,W046,
00836,005,351,W032,
00837,023,14,W038,2025-02-10
00838,021,52,W007,
00839,020,260,W041,
00840,022,407,W014,
00841,012,39,W022,2025-01-25
00842,001,424,W018,
00843,003,306,W009,
00844,006,244,W017,
00845,003,264,W031,
00846,009,283,W048,
00847,001,445,W014,
00848,020,5,W021,2025-01-29
00849,008,490,W032,
00850,008,298,W030,
00851,018,124,W002,
00852,019,169,W001,
00853,023,217,W007,
00854,011,331,W013,
00855,017,181,W020,
00856,003,319,W034,
00857,001,12,W005,2025-02-08
00858,005,400,W032,
00859,023,310,W023,
00860,020,419,W043,
00861,026,131,W023,
00862,008,303,W006,
00863,001,140,W003,
00864,005,136,W024,
00865,026,207,W041,
00866,008,305,W015,
00867,021,11,W013,2025-02-13
00868,020,128,W032,
00869,015,479,W021,
00870,015,376,W021,
00871,014,316,W023,
00872,017,330,W022,
00873,017,86,W045,
00874,001,91,W013,
00875,026,337,W030,
00876,008,195,W050,
00877,022,245,W015,
00878,002,406,W039,
00879,007,229,W009,
00880,010,174,W009,
00881,026,316,W049,
00882,009,410,W009,
00883,013,469,W031,
00884,021,344,W049,
00885,023,364,W004,
00886,018,255,W032,
00887,002,414,W034,
00888,004,111,W049,
00889,012,20,W019,2025-02-05
00890,015,245,W022,
00891,026,227,W033,
00892,018,458,W022,
00893,008,98,W046,
00894,009,351,W012,
00895,016,238,W014,
00896,012,117,W011,
00897,011,377,W029,
00898,001,161,W029,
00899,009,34,W032,2025-02-04
00900,022,147,W044,
00901,005,181,W048,
00902,021,405,W011,
00903,021,147,W042,
00904,010,38,W038,2025-02-11
00905,010,281,W003,
00906,026,395,W029,
00907,009,423,W027,
00908,005,216,W029,
00909,017,121,W046,
00910,015,339,W017,
00911,001,204,W024,
00912,008,84,W016,
00913,009,9,W012,2025-01-22
00914,009,87,W050,
00915,001,184,W024,
00916,020,297,W018,
00917,010,178,W044,
00918,011,181,W023,
00919,021,30,W009,2025-02-05
00920,007,108,W025,
00921,020,296,W005,
00922,019,112,W008,
00923,013,478,W026,
00924,007,199,W048,
00925,019,256,W044,
00926,014,331,W007,
00927,008,142,W027,
00928,010,184,W004,
00929,024,266,W029,
00930,006,14,W022,2025-02-03
00931,006,385,W001,
00932,023,453,W044,
00933,019,271,W015,
00934,005,82,W008,
00935,002,459,W004,
00936,024,462,W044,
00937,026,88,W001,
00938,013,426,W035,
00939,020,116,W032,
00940,011,390,W044,
00941,007,411,W026,
00942,022,403,W002,
00943,004,396,W028,
00944,026,78,W029,
00945,011,40,W023,2025-02-13
00946,022,51,W008,
00947,018,137,W021,
00948,004,291,W005,
00949,020,127,W049,
00950,015,464,W025,
00951,024,254,W015,
00952,023,272,W022,
00953,014,53,W042,
00954,010,74,W015,
00955,016,233,W015,
00956,005,71,W046,
00957,006,479,W044,
00958,013,274,W049,
00959,017,183,W036,
00960,003,372,W032,
00961,020,66,W034,
00962,012,245,W021,
00963,014,76,W030,
00964,006,280,W037,
00965,019,256,W030,
00966,016,472,W036,
00967,021,497,W038,
00968,008,445,W033,
00969,016,376,W031,
00970,006,11,W004,2025-01-20
00971,026,148,W013,
00972,018,432,W045,
00973,011,26,W006,2025-01-31
00974,025,333,W041,
00975,007,106,W009,
00976,002,337,W035,
00977,011,332,W013,
00978,009,181,W027,
00979,025,5,W033,2025-01-19
00980,025,209,W042,
00981,023,436,W045,
00982,014,133,W008,
00983,010,119,W039,
00984,004,428,W031,
00985,025,72,W001,
00986,024,225,W008,
00987,026,181,W027,
00988,016,110,W029,
00989,001,361,W003,
00990,002,1,W007,2025-02-15
00991,021,486,W045,
00992,009,417,W002,
00993,020,490,W012,
00994,001,251,W009,
00995,007,216,W020,
00996,011,161,W045,
00997,005,157,W004,
00998,019,276,W004,
00999,022,23,W047,2025-02-13
01000,008,364,W036,
01001,006,135,W030,
01002,001,374,W043,
01003,012,258,W008,
01004,017,113,W047,
01005,003,29,W049,2025-02-12
01006,004,33,W004,2025-02-16
01007,015,413,W046,
01008,012,235,W029,
01009,013,449,W015,
01010,002,426,W006,
01011,017,159,W008,
01012,008,218,W044,
01013,026,247,W034,
01014,026,263,W005,
01015,009,290,W008,
01016,008,281,W006,
01017,004,365,W026,
01018,002,445,W023,
01019,007,281,W006,
01020,020,191,W047,
01021,022,250,W041,
01022,018,434,W012,
01023,003,46,W049,2025-02-05
01024,025,45,W014,2025-02-02
01025,009,451,W046,
01026,019,396,W049,
01027,014,492,W001,
01028,006,473,W045,
01029,005,459,W035,
01030,004,328,W020,
01031,017,437,W049,
01032,001,201,W001,
01033,002,349,W027,
01034,019,291,W022,
01035,008,51,W016,
01036,020,93,W014,
01037,019,381,W048,
01038,010,155,W021,
01039,011,398,W036,
01040,018,426,W024,
01041,019,230,W049,
01042,004,133,W019,
01043,011,493,W032,
01044,022,388,W018,
01045,013,246,W050,
01046,005,177,W038,
01047,009,498,W035,
01048,010,343,W007,
01049,003,220,W003,
01050,003,102,W026,
01051,026,401,W023,
01052,010,64,W002,
01053,007,15,W023,2025-01-27
01054,012,280,W021,
01055,024,264,W049,
01056,001,392,W043,
01057,013,264,W050,
01058,011,345,W022,
01059,015,380,W001,
01060,022,147,W024,
01061,019,176,W018,
01062,023,20,W039,2025-01-31
01063,026,18,W007,2025-02-12
01064,002,251,W003,
01065,015,348,W042,
01066,024,287,W019,
01067,013,463,W014,
01068,017,123,W016,
01069,007,463,W009,
01070,019,455,W045,
01071,005,470,W041,
01072,022,145,W038,
01073,003,451,W041,
01074,018,483,W006,
01075,002,77,W018,
01076,011,312,W029,
01077,002,71,W033,
01078,006,441,W028,
01079,017,313,W010,
01080,026,13,W033,2025-01-30
01081,020,362,W043,
01082,008,306,W050,
01083,003,356,W049,
01084,018,89,W050,
01085,003,208,W024,
01086,001,86,W042,
01087,007,268,W049,
01088,025,396,W039,
01089,009,192,W048,
01090,007,162,W043,
01091,013,328,W018,
01092,001,343,W020,
01093,023,315,W032,
01094,016,263,W032,
01095,013,211,W044,
01096,018,323,W039,
01097,016,371,W037,
01098,001,222,W045,
01099,007,416,W032,
01100,001,496,W047,
01101,004,441,W016,
01102,015,182,W026,
01103,009,127,W001,
01104,024,472,W003,
01105,023,361,W040,
01106,013,383,W003,
01107,020,148,W042,
01108,015,333,W031,
01109,022,228,W015,
01110,003,466,W043,
01111,005,266,W021,
01112,018,396,W046,
01113,012,247,W027,
01114,002,477,W033,
01115,026,469,W044,
01116,003,111,W035,
01117,009,69,W024,
01118,017,333,W048,
01119,016,78,W039,
01120,008,333,W034,
01121,013,479,W010,
01122,008,364,W031,
01123,014,313,W042,
01124,014,133,W041,
01125,004,404,W013,
01126,011,152,W025,
01127,025,35,W045,2025-02-02
01128,007,410,W048,
01129,006,299,W015,
01130,006,338,W031,
01131,007,123,W022,
01132,015,295,W032,
01133,010,191,W021,
01134,006,166,W033,
01135,013,260,W037,
01136,005,391,W024,
01137,010,265,W046,
01138,024,226,W020,
01139,003,190,W023,
01140,017,369,W004,
01141,017,5,W004,2025-01-20
01142,010,290,W021,
01143,025,62,W012,
01144,002,371,W029,
01145,001,5,W001,2025-02-06
01146,020,225,W043,
01147,007,129,W022,
01148,011,112,W041,
01149,004,158,W026,
01150,026,132,W020,
01151,022,158,W026,
01152,004,75,W046,
01153,009,300,W012,
01154,023,284,W028,
01155,024,420,W025,
01156,014,248,W048,
01157,010,43,W013,2025-02-07
01158,004,251,W029,
01159,005,245,W023,
01160,013,162,W035,
01161,015,462,W045,
01162,004,188,W001,
01163,011,493,W043,
01164,005,4,W044,2025-02-04
01165,021,157,W045,
01166,018,232,W013,
01167,003,423,W023,
01168,025,225,W010,
01169,016,11,W034,2025-02-07
01170,004,425,W004,
01171,007,96,W036,
01172,013,462,W019,
01173,002,413,W027,
01174,011,200,W043,
01175,015,272,W008,
01176,002,86,W021,
01177,017,269,W049,
01178,015,205,W020,
01179,009,7,W008,2025-02-04
01180,015,420,W048,
01181,013,86,W036,
01182,006,250,W020,
01183,009,193,W037,
01184,022,270,W030,
01185,009,323,W018,
01186,003,7,W019,2025-02-15
01187,016,49,W011,2025-02-10
01188,022,392,W018,
01189,004,5,W020,2025-01-20
01190,023,305,W043,
01191,026,465,W012,
01192,001,78,W007,
01193,001,94,W045,
01194,015,69,W047,
01195,003,243,W044,
01196,003,395,W030,
01197,004,359,W018,
01198,016,322,W047,
01199,013,43,W026,2025-02-04
01200,007,453,W015,
01201,024,400,W046,
01202,006,60,W022,
01203,013,201,W001,
01204,023,149,W008,
01205,008,444,W006,
